Timestamp,GT_t,Prediction,Latency_ms,Contamination_Ratio,Deviation_Score,Model_Prob
505,1.0,1.0,0,1.0,1.69108816918739,0.5079226364692351
506,1.0,1.0,1,1.0,1.419606034346136,0.5079226364692351
507,1.0,1.0,2,1.0,1.8608247854713202,0.5079226364692351
508,1.0,1.0,3,1.0,1.299786652638477,0.5079226364692351
509,1.0,1.0,4,1.0,1.585998533490134,0.5079226364692351
510,1.0,1.0,5,1.0,1.793052487486509,0.5079226364692351
511,1.0,1.0,6,1.0,2.0568663760077452,0.5079226364692351
512,1.0,1.0,7,1.0,1.73120662259744,0.5079226364692351
513,1.0,1.0,8,1.0,1.7717102661434228,0.5079226364692351
514,1.0,1.0,9,1.0,1.40812663244278,0.5079226364692351
515,1.0,1.0,10,1.0,1.7848395677713507,0.5079226364692351
516,1.0,1.0,11,1.0,1.47210307374441,0.5079226364692351
517,1.0,1.0,12,1.0,1.5775100349577489,0.5079226364692351
518,1.0,1.0,13,1.0,1.5439581637009758,0.5079226364692351
519,1.0,1.0,14,1.0,1.772794714105466,0.5079226364692351
520,1.0,1.0,15,1.0,1.3943912410542039,0.5079226364692351
521,1.0,1.0,16,1.0,1.4068367848315646,0.5079226364692351
522,1.0,1.0,17,1.0,1.5874945403586083,0.5079226364692351
523,1.0,1.0,18,1.0,2.086442391709237,0.5079226364692351
524,1.0,1.0,19,1.0,1.9174611401692265,0.5079226364692351
525,1.0,1.0,20,1.0,1.8916804362376407,0.5079226364692351
526,1.0,1.0,21,1.0,1.937564840082074,0.5079226364692351
527,1.0,1.0,22,1.0,3.823674599519664,0.5079226364692351
528,1.0,1.0,23,1.0,6.899898161736588,0.5079226364692351
529,1.0,1.0,24,1.0,6.899898161736588,0.5079226364692351
530,1.0,1.0,25,1.0,8.145329435632334,0.5079226364692351
531,1.0,1.0,26,1.0,4.734747935516331,0.5079226364692351
532,1.0,1.0,27,1.0,1.5488809764240101,0.5079226364692351
533,1.0,1.0,28,1.0,2.114254331944401,0.5079226364692351
534,1.0,1.0,29,1.0,1.7452081137738067,0.5079226364692351
535,1.0,1.0,30,1.0,1.8773426867591765,0.5079226364692351
536,1.0,1.0,31,1.0,1.4862729070413445,0.5079226364692351
537,1.0,1.0,32,1.0,2.0779349538094274,0.5079226364692351
538,1.0,1.0,33,1.0,1.7936708583190724,0.5079226364692351
539,1.0,1.0,34,1.0,1.5650716152034019,0.5079226364692351
540,1.0,1.0,35,1.0,2.236420072674192,0.5079226364692351
541,1.0,1.0,36,1.0,2.539544039365373,0.5079226364692351
542,1.0,1.0,37,1.0,2.408433869646413,0.5079226364692351
543,1.0,1.0,38,1.0,2.236420072674192,0.5079226364692351
544,1.0,1.0,39,1.0,2.236420072674192,0.5079226364692351
545,1.0,1.0,40,1.0,1.234369526970456,0.5079226364692351
546,1.0,1.0,41,1.0,1.9786154228523218,0.5079226364692351
547,1.0,1.0,42,1.0,1.3428603435299347,0.5079226364692351
548,1.0,1.0,43,1.0,1.7823252971037944,0.5079226364692351
549,1.0,1.0,44,1.0,2.0113344093700882,0.5079226364692351
550,1.0,1.0,45,1.0,1.7565445931722086,0.5079226364692351
551,1.0,1.0,46,1.0,1.5164375693332104,0.5079226364692351
552,1.0,1.0,47,1.0,1.0842723553783744,0.5079226364692351
553,1.0,1.0,48,1.0,2.0384855280840877,0.5079226364692351
554,1.0,1.0,49,1.0,2.3016520830283294,0.5079226364692351
555,1.0,1.0,50,1.0,1.6091824981762095,0.5079226364692351
556,1.0,1.0,51,1.0,1.4524889462749864,0.5079226364692351
557,1.0,1.0,52,1.0,1.9532274985120275,0.5079226364692351
558,1.0,1.0,53,1.0,2.27560640686385,0.5079226364692351
