Timestamp,GT_t,Prediction,Latency_ms,Contamination_Ratio,Deviation_Score,Model_Prob
520,1.0,1.0,0,1.0,1.1512497804536093,0.5079226364692351
521,1.0,1.0,1,1.0,1.1902845120549295,0.5079226364692351
522,1.0,1.0,2,1.0,1.5716332972108833,0.5079226364692351
523,1.0,1.0,3,1.0,1.9811725319533484,0.5079226364692351
524,1.0,1.0,4,1.0,1.4065683942808547,0.5079226364692351
525,1.0,1.0,5,1.0,3.120391413665322,0.5079226364692351
526,1.0,1.0,6,1.0,3.120391413665322,0.5079226364692351
527,1.0,1.0,7,1.0,3.122976875802618,0.5079226364692351
528,1.0,1.0,8,1.0,3.120391413665322,0.5079226364692351
529,1.0,1.0,9,1.0,3.3226152632320436,0.5079226364692351
530,1.0,1.0,10,1.0,3.120391413665322,0.5079226364692351
531,1.0,1.0,11,1.0,2.5909404441730994,0.5079226364692351
532,1.0,1.0,12,1.0,2.596543567368922,0.5079226364692351
533,1.0,1.0,13,1.0,2.919779743775278,0.5079226364692351
534,1.0,1.0,14,1.0,2.737928723874926,0.5079226364692351
535,1.0,1.0,15,1.0,2.671609621077367,0.5079226364692351
536,1.0,1.0,16,1.0,2.635728916703476,0.5079226364692351
537,1.0,1.0,17,1.0,2.4372862100033537,0.5079226364692351
538,1.0,1.0,18,1.0,2.675312152683733,0.5079226364692351
539,1.0,1.0,19,1.0,5.388480063649469,0.5079226364692351
540,1.0,1.0,20,1.0,5.388480063649469,0.5079226364692351
541,1.0,1.0,21,1.0,5.388480063649469,0.5079226364692351
542,1.0,1.0,22,1.0,2.5449823126483397,0.5079226364692351
543,1.0,1.0,23,1.0,2.5185154784124277,0.5079226364692351
544,1.0,1.0,24,1.0,2.6585322329351597,0.5079226364692351
545,1.0,1.0,25,1.0,2.5185154784124277,0.5079226364692351
546,1.0,1.0,26,1.0,2.4124681736175893,0.5079226364692351
547,1.0,1.0,27,1.0,1.2904667577229552,0.5079226364692351
548,1.0,1.0,28,1.0,1.2904667577229552,0.5079226364692351
549,1.0,1.0,29,1.0,1.6288373319397325,0.5079226364692351
550,1.0,1.0,30,1.0,1.829030412051843,0.5079226364692351
551,1.0,1.0,31,1.0,1.2904667577229552,0.5079226364692351
552,1.0,1.0,32,1.0,1.3092862282731457,0.5079226364692351
553,1.0,1.0,33,1.0,1.9344258088655641,0.5079226364692351
554,1.0,1.0,34,1.0,1.6030563484685811,0.5079226364692351
555,1.0,1.0,35,1.0,1.4976799345957397,0.5079226364692351
556,1.0,1.0,36,1.0,1.50982972921808,0.5079226364692351
557,1.0,1.0,37,1.0,1.9460372769083278,0.5079226364692351
558,1.0,1.0,38,1.0,1.5737829222458366,0.5079226364692351
559,1.0,1.0,39,1.0,1.2904667577229552,0.5079226364692351
560,1.0,1.0,40,1.0,1.8388546782990391,0.5079226364692351
561,1.0,1.0,41,1.0,1.6150806692317918,0.5079226364692351
562,1.0,1.0,42,1.0,1.5775428118524277,0.5079226364692351
563,1.0,1.0,43,1.0,1.5558583003347664,0.5079226364692351
564,1.0,1.0,44,1.0,1.5946965166015798,0.5079226364692351
565,1.0,1.0,45,1.0,1.6120193810361754,0.5079226364692351
566,1.0,1.0,46,1.0,1.8653225114191874,0.5079226364692351
567,1.0,1.0,47,1.0,1.6818319378760023,0.5079226364692351
568,1.0,1.0,48,1.0,1.588925832620789,0.5079226364692351
569,1.0,1.0,49,1.0,1.9769460462860597,0.5079226364692351
570,1.0,1.0,50,1.0,2.1691474833596454,0.5079226364692351
571,1.0,1.0,51,1.0,2.1691474833596454,0.5079226364692351
572,1.0,1.0,52,1.0,2.1691474833596454,0.5079226364692351
573,1.0,1.0,53,1.0,2.1691474833596454,0.5079226364692351
574,1.0,1.0,54,1.0,2.405110509791756,0.5079226364692351
575,1.0,1.0,55,1.0,2.405110509791756,0.5079226364692351
576,1.0,1.0,56,1.0,2.405110509791756,0.5079226364692351
577,1.0,1.0,57,1.0,2.405110509791756,0.5079226364692351
578,1.0,1.0,58,1.0,2.405110509791756,0.5079226364692351
579,1.0,1.0,59,1.0,2.405110509791756,0.5079226364692351
580,1.0,1.0,60,1.0,2.405110509791756,0.5079226364692351
581,1.0,1.0,61,1.0,2.405110509791756,0.5079226364692351
582,1.0,1.0,62,1.0,2.1691474833596454,0.5079226364692351
583,1.0,1.0,63,1.0,2.1691474833596454,0.5079226364692351
584,1.0,1.0,64,1.0,2.1691474833596454,0.5079226364692351
585,1.0,1.0,65,1.0,2.3275755834305896,0.5079226364692351
586,1.0,1.0,66,1.0,2.5955885144109327,0.5079226364692351
587,1.0,1.0,67,1.0,2.7173793714423478,0.5079226364692351
588,1.0,1.0,68,1.0,3.1233488948813837,0.5079226364692351
589,1.0,1.0,69,1.0,3.1639458472254347,0.5079226364692351
590,1.0,1.0,70,1.0,3.28573670425685,0.5079226364692351
591,1.0,1.0,71,1.0,3.28573670425685,0.5079226364692351
592,1.0,1.0,72,1.0,2.5143946097228302,0.5079226364692351
593,1.0,1.0,73,1.0,2.6767824190982967,0.5079226364692351
594,1.0,1.0,74,1.0,2.250264076438689,0.5079226364692351
595,1.0,1.0,75,1.0,2.73541731312144,0.5079226364692351
596,1.0,1.0,76,1.0,3.001558037849968,0.5079226364692351
597,1.0,1.0,77,1.0,3.1639458472254347,0.5079226364692351
598,1.0,1.0,78,1.0,3.3263336566009016,0.5079226364692351
599,1.0,1.0,79,1.0,3.615197707957683,0.5079226364692351
600,1.0,1.0,80,1.0,3.691706227695886,0.5079226364692351
601,1.0,1.0,81,1.0,3.788333538640282,0.5079226364692351
602,1.0,1.0,82,1.0,3.77130741614487,0.5079226364692351
603,1.0,1.0,83,1.0,3.5667197816546468,0.5079226364692351
604,1.0,1.0,84,1.0,3.5632047811806413,0.5079226364692351
605,1.0,1.0,85,1.0,3.2896702243843206,0.5079226364692351
606,1.0,1.0,86,1.0,3.1159322029972145,0.5079226364692351
607,1.0,1.0,87,1.0,3.506642549231245,0.5079226364692351
608,1.0,1.0,88,1.0,3.5081615588852544,0.5079226364692351
609,1.0,1.0,89,1.0,3.9724612695104113,0.5079226364692351
610,1.0,1.0,90,1.0,4.00265044364845,0.5079226364692351
611,1.0,1.0,91,1.0,3.798819065196949,0.5079226364692351
612,1.0,1.0,92,1.0,3.8047784000217595,0.5079226364692351
613,1.0,1.0,93,1.0,3.1953372983194854,0.5079226364692351
614,1.0,1.0,94,1.0,3.448124513633055,0.5079226364692351
615,1.0,1.0,95,1.0,3.448124513633055,0.5079226364692351
616,1.0,1.0,96,1.0,2.733599671202614,0.5079226364692351
617,1.0,1.0,97,1.0,2.463560661356414,0.5079226364692351
618,1.0,1.0,98,1.0,2.973226649733261,0.5079226364692351
619,1.0,1.0,99,1.0,2.440089314199762,0.5079226364692351
620,1.0,1.0,100,1.0,2.429202456704395,0.5079226364692351
621,1.0,1.0,101,1.0,2.5549915620668813,0.5079226364692351
622,1.0,1.0,102,1.0,2.168006818935749,0.5079226364692351
623,1.0,1.0,103,1.0,2.2932399613164396,0.5079226364692351
624,1.0,1.0,104,1.0,2.1541729253013133,0.5079226364692351
625,1.0,1.0,105,1.0,2.270812895659261,0.5079226364692351
626,1.0,1.0,106,1.0,2.3861978092580722,0.5079226364692351
627,1.0,1.0,107,1.0,2.366372099032607,0.5079226364692351
628,1.0,1.0,108,1.0,2.364326751176519,0.5079226364692351
629,1.0,1.0,109,1.0,2.2959722272166316,0.5079226364692351
630,1.0,1.0,110,1.0,2.4101083946180606,0.5079226364692351
631,1.0,1.0,111,1.0,2.443833097239798,0.5079226364692351
632,1.0,1.0,112,1.0,2.4265217479829477,0.5079226364692351
633,1.0,1.0,113,1.0,2.4830938411228307,0.5079226364692351
634,1.0,1.0,114,1.0,2.4132403811171157,0.5079226364692351
635,1.0,1.0,115,1.0,2.3878317618973943,0.5079226364692351
636,1.0,1.0,116,1.0,2.4211208605710017,0.5079226364692351
637,1.0,1.0,117,1.0,2.601774086519146,0.5079226364692351
638,1.0,1.0,118,1.0,1.67727569315614,0.5079226364692351
639,1.0,1.0,119,1.0,1.67727569315614,0.5079226364692351
640,1.0,1.0,120,1.0,2.83206175296466,0.5079226364692351
641,1.0,1.0,121,1.0,2.896918858275074,0.5079226364692351
642,1.0,1.0,122,1.0,2.896918858275074,0.5079226364692351
643,1.0,1.0,123,1.0,2.896918858275074,0.5079226364692351
644,1.0,1.0,124,1.0,2.896918858275074,0.5079226364692351
645,1.0,1.0,125,1.0,2.896918858275074,0.5079226364692351
646,1.0,1.0,126,1.0,2.896918858275074,0.5079226364692351
647,1.0,1.0,127,1.0,2.896918858275074,0.5079226364692351
648,1.0,1.0,128,1.0,2.896918858275074,0.5079226364692351
649,1.0,1.0,129,1.0,2.896918858275074,0.5079226364692351
650,1.0,1.0,130,1.0,2.896918858275074,0.5079226364692351
651,1.0,1.0,131,1.0,2.896918858275074,0.5079226364692351
652,1.0,1.0,132,1.0,2.896918858275074,0.5079226364692351
653,1.0,1.0,133,1.0,2.896918858275074,0.5079226364692351
654,1.0,1.0,134,1.0,2.896918858275074,0.5079226364692351
655,1.0,1.0,135,1.0,2.896918858275074,0.5079226364692351
656,1.0,1.0,136,1.0,2.896918858275074,0.5079226364692351
657,1.0,1.0,137,1.0,2.896918858275074,0.5079226364692351
658,1.0,1.0,138,1.0,2.896918858275074,0.5079226364692351
659,1.0,1.0,139,1.0,2.896918858275074,0.5079226364692351
660,1.0,1.0,140,1.0,3.214064473989899,0.5079226364692351
661,1.0,1.0,141,1.0,3.1285817660796185,0.5079226364692351
662,1.0,1.0,142,1.0,3.5751482418627054,0.5079226364692351
663,1.0,1.0,143,1.0,2.8850000520160495,0.5079226364692351
664,1.0,1.0,144,1.0,3.0879848137355674,0.5079226364692351
665,1.0,1.0,145,1.0,3.1285817660796185,0.5079226364692351
666,1.0,1.0,146,1.0,3.493954337174603,0.5079226364692351
667,1.0,1.0,147,1.0,3.16917871842367,0.5079226364692351
668,1.0,1.0,148,1.0,3.209775670767721,0.5079226364692351
669,1.0,1.0,149,1.0,3.250372623111034,0.5079226364692351
670,1.0,1.0,150,1.0,3.412760432487239,0.5079226364692351
671,1.0,1.0,151,1.0,3.615745194206757,0.5079226364692351
672,1.0,1.0,152,1.0,3.250372623111034,0.5079226364692351
673,1.0,1.0,153,1.0,2.6414183379524805,0.5079226364692351
674,1.0,1.0,154,1.0,2.844403099671998,0.5079226364692351
675,1.0,1.0,155,1.0,2.4384335762329625,0.5079226364692351
676,1.0,1.0,156,1.0,2.6820152902965315,0.5079226364692351
677,1.0,1.0,157,1.0,2.0324640527939266,0.5079226364692351
678,1.0,1.0,158,1.0,2.073061005137978,0.5079226364692351
679,1.0,1.0,159,1.0,1.748285386387045,0.5079226364692351
680,1.0,1.0,160,1.0,1.5643820815410292,0.5079226364692351
681,1.0,1.0,161,1.0,1.8097959229504887,0.5079226364692351
682,1.0,1.0,162,1.0,1.5449748452073377,0.5079226364692351
683,1.0,1.0,163,1.0,1.5449748452073377,0.5079226364692351
684,1.0,1.0,164,1.0,1.8883362718063317,0.5079226364692351
685,1.0,1.0,165,1.0,1.6132617631150423,0.5079226364692351
686,1.0,1.0,166,1.0,1.798625673827834,0.5079226364692351
687,1.0,1.0,167,1.0,1.798625673827834,0.5079226364692351
688,1.0,1.0,168,1.0,1.798625673827834,0.5079226364692351
689,1.0,1.0,169,1.0,1.798625673827834,0.5079226364692351
690,1.0,1.0,170,1.0,1.7617560952236455,0.5079226364692351
691,1.0,1.0,171,1.0,1.2505714895829698,0.5079226364692351
