file_name,window_idx,f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,label
dados_spectre.txt,0,0.000673,0.004555,0.186493,0.299630,0.000000,0.000620,0.004517,0.188536,0.299629,0.200000,0.000594,0.004516,0.189130,0.299627,0.200000,0.000685,0.004495,0.187839,0.299630,0.200000,0.000700,0.004562,0.187286,0.299627,0.400000,1.0
dados_spectre.txt,1,0.000620,0.004517,0.188536,0.299629,0.200000,0.000594,0.004516,0.189130,0.299627,0.200000,0.000685,0.004495,0.187839,0.299630,0.200000,0.000700,0.004562,0.187286,0.299627,0.400000,0.000571,0.004521,0.189271,0.299629,0.200000,1.0
dados_spectre.txt,2,0.000594,0.004516,0.189130,0.299627,0.200000,0.000685,0.004495,0.187839,0.299630,0.200000,0.000700,0.004562,0.187286,0.299627,0.400000,0.000571,0.004521,0.189271,0.299629,0.200000,0.000623,0.004515,0.188852,0.299628,0.200000,1.0
dados_spectre.txt,3,0.000685,0.004495,0.187839,0.299630,0.200000,0.000700,0.004562,0.187286,0.299627,0.400000,0.000571,0.004521,0.189271,0.299629,0.200000,0.000623,0.004515,0.188852,0.299628,0.200000,0.000670,0.004513,0.187902,0.299629,0.200000,1.0
dados_spectre.txt,4,0.000700,0.004562,0.187286,0.299627,0.400000,0.000571,0.004521,0.189271,0.299629,0.200000,0.000623,0.004515,0.188852,0.299628,0.200000,0.000670,0.004513,0.187902,0.299629,0.200000,0.000750,0.004541,0.186865,0.299630,0.400000,1.0
dados_spectre.txt,5,0.000571,0.004521,0.189271,0.299629,0.200000,0.000623,0.004515,0.188852,0.299628,0.200000,0.000670,0.004513,0.187902,0.299629,0.200000,0.000750,0.004541,0.186865,0.299630,0.400000,0.000649,0.004513,0.188934,0.299627,0.200000,1.0
dados_spectre.txt,6,0.000623,0.004515,0.188852,0.299628,0.200000,0.000670,0.004513,0.187902,0.299629,0.200000,0.000750,0.004541,0.186865,0.299630,0.400000,0.000649,0.004513,0.188934,0.299627,0.200000,0.000651,0.004516,0.188466,0.299627,0.200000,1.0
dados_spectre.txt,7,0.000670,0.004513,0.187902,0.299629,0.200000,0.000750,0.004541,0.186865,0.299630,0.400000,0.000649,0.004513,0.188934,0.299627,0.200000,0.000651,0.004516,0.188466,0.299627,0.200000,0.000601,0.004520,0.188841,0.299631,0.200000,1.0
dados_spectre.txt,8,0.000750,0.004541,0.186865,0.299630,0.400000,0.000649,0.004513,0.188934,0.299627,0.200000,0.000651,0.004516,0.188466,0.299627,0.200000,0.000601,0.004520,0.188841,0.299631,0.200000,0.000587,0.004563,0.188497,0.299630,0.400000,1.0
dados_spectre.txt,9,0.000649,0.004513,0.188934,0.299627,0.200000,0.000651,0.004516,0.188466,0.299627,0.200000,0.000601,0.004520,0.188841,0.299631,0.200000,0.000587,0.004563,0.188497,0.299630,0.400000,0.000682,0.004493,0.188191,0.299628,0.200000,1.0
dados_spectre.txt,10,0.000651,0.004516,0.188466,0.299627,0.200000,0.000601,0.004520,0.188841,0.299631,0.200000,0.000587,0.004563,0.188497,0.299630,0.400000,0.000682,0.004493,0.188191,0.299628,0.200000,0.000688,0.004509,0.187672,0.299627,0.200000,1.0
dados_spectre.txt,11,0.000601,0.004520,0.188841,0.299631,0.200000,0.000587,0.004563,0.188497,0.299630,0.400000,0.000682,0.004493,0.188191,0.299628,0.200000,0.000688,0.004509,0.187672,0.299627,0.200000,0.000679,0.004514,0.188035,0.299628,0.200000,1.0
dados_spectre.txt,12,0.000587,0.004563,0.188497,0.299630,0.400000,0.000682,0.004493,0.188191,0.299628,0.200000,0.000688,0.004509,0.187672,0.299627,0.200000,0.000679,0.004514,0.188035,0.299628,0.200000,0.000599,0.004566,0.188658,0.299630,0.400000,1.0
dados_spectre.txt,13,0.000682,0.004493,0.188191,0.299628,0.200000,0.000688,0.004509,0.187672,0.299627,0.200000,0.000679,0.004514,0.188035,0.299628,0.200000,0.000599,0.004566,0.188658,0.299630,0.400000,0.000664,0.004517,0.188255,0.299627,0.200000,1.0
dados_spectre.txt,14,0.000688,0.004509,0.187672,0.299627,0.200000,0.000679,0.004514,0.188035,0.299628,0.200000,0.000599,0.004566,0.188658,0.299630,0.400000,0.000664,0.004517,0.188255,0.299627,0.200000,0.000634,0.004502,0.187030,0.299629,0.200000,1.0
dados_spectre.txt,15,0.000679,0.004514,0.188035,0.299628,0.200000,0.000599,0.004566,0.188658,0.299630,0.400000,0.000664,0.004517,0.188255,0.299627,0.200000,0.000634,0.004502,0.187030,0.299629,0.200000,0.000741,0.004491,0.186728,0.299627,0.200000,1.0
dados_spectre.txt,16,0.000599,0.004566,0.188658,0.299630,0.400000,0.000664,0.004517,0.188255,0.299627,0.200000,0.000634,0.004502,0.187030,0.299629,0.200000,0.000741,0.004491,0.186728,0.299627,0.200000,0.000660,0.004561,0.186473,0.299631,0.400000,1.0
dados_spectre.txt,17,0.000664,0.004517,0.188255,0.299627,0.200000,0.000634,0.004502,0.187030,0.299629,0.200000,0.000741,0.004491,0.186728,0.299627,0.200000,0.000660,0.004561,0.186473,0.299631,0.400000,0.000661,0.004515,0.188081,0.299627,0.200000,1.0
dados_spectre.txt,18,0.000634,0.004502,0.187030,0.299629,0.200000,0.000741,0.004491,0.186728,0.299627,0.200000,0.000660,0.004561,0.186473,0.299631,0.400000,0.000661,0.004515,0.188081,0.299627,0.200000,0.000609,0.004519,0.188762,0.299630,0.200000,1.0
dados_spectre.txt,19,0.000741,0.004491,0.186728,0.299627,0.200000,0.000660,0.004561,0.186473,0.299631,0.400000,0.000661,0.004515,0.188081,0.299627,0.200000,0.000609,0.004519,0.188762,0.299630,0.200000,0.000618,0.004510,0.188596,0.299627,0.200000,1.0
dados_spectre.txt,20,0.000660,0.004561,0.186473,0.299631,0.400000,0.000661,0.004515,0.188081,0.299627,0.200000,0.000609,0.004519,0.188762,0.299630,0.200000,0.000618,0.004510,0.188596,0.299627,0.200000,0.000690,0.004562,0.187244,0.299628,0.400000,1.0
dados_spectre.txt,21,0.000661,0.004515,0.188081,0.299627,0.200000,0.000609,0.004519,0.188762,0.299630,0.200000,0.000618,0.004510,0.188596,0.299627,0.200000,0.000690,0.004562,0.187244,0.299628,0.400000,0.000611,0.004521,0.188640,0.299626,0.200000,1.0
dados_spectre.txt,22,0.000609,0.004519,0.188762,0.299630,0.200000,0.000618,0.004510,0.188596,0.299627,0.200000,0.000690,0.004562,0.187244,0.299628,0.400000,0.000611,0.004521,0.188640,0.299626,0.200000,0.000590,0.004519,0.189015,0.299627,0.200000,1.0
dados_spectre.txt,23,0.000618,0.004510,0.188596,0.299627,0.200000,0.000690,0.004562,0.187244,0.299628,0.400000,0.000611,0.004521,0.188640,0.299626,0.200000,0.000590,0.004519,0.189015,0.299627,0.200000,0.000588,0.004518,0.189166,0.299627,0.200000,1.0
dados_spectre.txt,24,0.000690,0.004562,0.187244,0.299628,0.400000,0.000611,0.004521,0.188640,0.299626,0.200000,0.000590,0.004519,0.189015,0.299627,0.200000,0.000588,0.004518,0.189166,0.299627,0.200000,0.000673,0.004549,0.187423,0.299627,0.400000,1.0
dados_spectre.txt,25,0.000611,0.004521,0.188640,0.299626,0.200000,0.000590,0.004519,0.189015,0.299627,0.200000,0.000588,0.004518,0.189166,0.299627,0.200000,0.000673,0.004549,0.187423,0.299627,0.400000,0.000657,0.004505,0.188393,0.299628,0.200000,1.0
dados_spectre.txt,26,0.000590,0.004519,0.189015,0.299627,0.200000,0.000588,0.004518,0.189166,0.299627,0.200000,0.000673,0.004549,0.187423,0.299627,0.400000,0.000657,0.004505,0.188393,0.299628,0.200000,0.000604,0.004517,0.188264,0.299628,0.200000,1.0
dados_spectre.txt,27,0.000588,0.004518,0.189166,0.299627,0.200000,0.000673,0.004549,0.187423,0.299627,0.400000,0.000657,0.004505,0.188393,0.299628,0.200000,0.000604,0.004517,0.188264,0.299628,0.200000,0.000693,0.004508,0.187218,0.299627,0.200000,1.0
dados_spectre.txt,28,0.000673,0.004549,0.187423,0.299627,0.400000,0.000657,0.004505,0.188393,0.299628,0.200000,0.000604,0.004517,0.188264,0.299628,0.200000,0.000693,0.004508,0.187218,0.299627,0.200000,0.000635,0.004563,0.187956,0.299629,0.400000,1.0
dados_spectre.txt,29,0.000657,0.004505,0.188393,0.299628,0.200000,0.000604,0.004517,0.188264,0.299628,0.200000,0.000693,0.004508,0.187218,0.299627,0.200000,0.000635,0.004563,0.187956,0.299629,0.400000,0.000622,0.004511,0.188639,0.299629,0.200000,1.0
dados_spectre.txt,30,0.000604,0.004517,0.188264,0.299628,0.200000,0.000693,0.004508,0.187218,0.299627,0.200000,0.000635,0.004563,0.187956,0.299629,0.400000,0.000622,0.004511,0.188639,0.299629,0.200000,0.000663,0.004496,0.188571,0.299627,0.200000,1.0
dados_spectre.txt,31,0.000693,0.004508,0.187218,0.299627,0.200000,0.000635,0.004563,0.187956,0.299629,0.400000,0.000622,0.004511,0.188639,0.299629,0.200000,0.000663,0.004496,0.188571,0.299627,0.200000,0.000710,0.004512,0.187694,0.299628,0.200000,1.0
dados_spectre.txt,32,0.000635,0.004563,0.187956,0.299629,0.400000,0.000622,0.004511,0.188639,0.299629,0.200000,0.000663,0.004496,0.188571,0.299627,0.200000,0.000710,0.004512,0.187694,0.299628,0.200000,0.000616,0.004567,0.187976,0.299629,0.400000,1.0
dados_spectre.txt,33,0.000622,0.004511,0.188639,0.299629,0.200000,0.000663,0.004496,0.188571,0.299627,0.200000,0.000710,0.004512,0.187694,0.299628,0.200000,0.000616,0.004567,0.187976,0.299629,0.400000,0.000599,0.004520,0.188826,0.299629,0.200000,1.0
dados_spectre.txt,34,0.000663,0.004496,0.188571,0.299627,0.200000,0.000710,0.004512,0.187694,0.299628,0.200000,0.000616,0.004567,0.187976,0.299629,0.400000,0.000599,0.004520,0.188826,0.299629,0.200000,0.000632,0.004518,0.188852,0.299627,0.200000,1.0
dados_spectre.txt,35,0.000710,0.004512,0.187694,0.299628,0.200000,0.000616,0.004567,0.187976,0.299629,0.400000,0.000599,0.004520,0.188826,0.299629,0.200000,0.000632,0.004518,0.188852,0.299627,0.200000,0.000675,0.004501,0.187329,0.299627,0.200000,1.0
dados_spectre.txt,36,0.000616,0.004567,0.187976,0.299629,0.400000,0.000599,0.004520,0.188826,0.299629,0.200000,0.000632,0.004518,0.188852,0.299627,0.200000,0.000675,0.004501,0.187329,0.299627,0.200000,0.000643,0.004563,0.188052,0.299630,0.400000,1.0
dados_spectre.txt,37,0.000599,0.004520,0.188826,0.299629,0.200000,0.000632,0.004518,0.188852,0.299627,0.200000,0.000675,0.004501,0.187329,0.299627,0.200000,0.000643,0.004563,0.188052,0.299630,0.400000,0.000610,0.004519,0.189221,0.299629,0.200000,1.0
dados_spectre.txt,38,0.000632,0.004518,0.188852,0.299627,0.200000,0.000675,0.004501,0.187329,0.299627,0.200000,0.000643,0.004563,0.188052,0.299630,0.400000,0.000610,0.004519,0.189221,0.299629,0.200000,0.000596,0.004523,0.188938,0.299627,0.200000,1.0
dados_spectre.txt,39,0.000675,0.004501,0.187329,0.299627,0.200000,0.000643,0.004563,0.188052,0.299630,0.400000,0.000610,0.004519,0.189221,0.299629,0.200000,0.000596,0.004523,0.188938,0.299627,0.200000,0.000655,0.004507,0.187960,0.299630,0.200000,1.0
dados_spectre.txt,40,0.000643,0.004563,0.188052,0.299630,0.400000,0.000610,0.004519,0.189221,0.299629,0.200000,0.000596,0.004523,0.188938,0.299627,0.200000,0.000655,0.004507,0.187960,0.299630,0.200000,0.000679,0.004546,0.187298,0.299629,0.400000,1.0
dados_spectre.txt,41,0.000610,0.004519,0.189221,0.299629,0.200000,0.000596,0.004523,0.188938,0.299627,0.200000,0.000655,0.004507,0.187960,0.299630,0.200000,0.000679,0.004546,0.187298,0.299629,0.400000,0.000668,0.004514,0.188326,0.299628,0.200000,1.0
dados_spectre.txt,42,0.000596,0.004523,0.188938,0.299627,0.200000,0.000655,0.004507,0.187960,0.299630,0.200000,0.000679,0.004546,0.187298,0.299629,0.400000,0.000668,0.004514,0.188326,0.299628,0.200000,0.000595,0.004520,0.188750,0.299627,0.200000,1.0
dados_spectre.txt,43,0.000655,0.004507,0.187960,0.299630,0.200000,0.000679,0.004546,0.187298,0.299629,0.400000,0.000668,0.004514,0.188326,0.299628,0.200000,0.000595,0.004520,0.188750,0.299627,0.200000,0.000624,0.004518,0.188503,0.299628,0.200000,1.0
dados_spectre.txt,44,0.000679,0.004546,0.187298,0.299629,0.400000,0.000668,0.004514,0.188326,0.299628,0.200000,0.000595,0.004520,0.188750,0.299627,0.200000,0.000624,0.004518,0.188503,0.299628,0.200000,0.000614,0.004565,0.188366,0.299631,0.400000,1.0
dados_spectre.txt,45,0.000668,0.004514,0.188326,0.299628,0.200000,0.000595,0.004520,0.188750,0.299627,0.200000,0.000624,0.004518,0.188503,0.299628,0.200000,0.000614,0.004565,0.188366,0.299631,0.400000,0.000685,0.004495,0.188014,0.299628,0.200000,1.0
dados_spectre.txt,46,0.000595,0.004520,0.188750,0.299627,0.200000,0.000624,0.004518,0.188503,0.299628,0.200000,0.000614,0.004565,0.188366,0.299631,0.400000,0.000685,0.004495,0.188014,0.299628,0.200000,0.000653,0.004510,0.188446,0.299627,0.200000,1.0
dados_spectre.txt,47,0.000624,0.004518,0.188503,0.299628,0.200000,0.000614,0.004565,0.188366,0.299631,0.400000,0.000685,0.004495,0.188014,0.299628,0.200000,0.000653,0.004510,0.188446,0.299627,0.200000,0.000655,0.004514,0.188440,0.299630,0.200000,1.0
dados_spectre.txt,48,0.000614,0.004565,0.188366,0.299631,0.400000,0.000685,0.004495,0.188014,0.299628,0.200000,0.000653,0.004510,0.188446,0.299627,0.200000,0.000655,0.004514,0.188440,0.299630,0.200000,0.000587,0.004569,0.188600,0.299630,0.400000,1.0
dados_spectre.txt,49,0.000685,0.004495,0.188014,0.299628,0.200000,0.000653,0.004510,0.188446,0.299627,0.200000,0.000655,0.004514,0.188440,0.299630,0.200000,0.000587,0.004569,0.188600,0.299630,0.400000,0.000625,0.004516,0.188514,0.299628,0.200000,1.0
dados_spectre.txt,50,0.000653,0.004510,0.188446,0.299627,0.200000,0.000655,0.004514,0.188440,0.299630,0.200000,0.000587,0.004569,0.188600,0.299630,0.400000,0.000625,0.004516,0.188514,0.299628,0.200000,0.000657,0.004502,0.187853,0.299627,0.200000,1.0
dados_spectre.txt,51,0.000655,0.004514,0.188440,0.299630,0.200000,0.000587,0.004569,0.188600,0.299630,0.400000,0.000625,0.004516,0.188514,0.299628,0.200000,0.000657,0.004502,0.187853,0.299627,0.200000,0.000649,0.004496,0.187793,0.299629,0.200000,1.0
dados_spectre.txt,52,0.000587,0.004569,0.188600,0.299630,0.400000,0.000625,0.004516,0.188514,0.299628,0.200000,0.000657,0.004502,0.187853,0.299627,0.200000,0.000649,0.004496,0.187793,0.299629,0.200000,0.000580,0.004569,0.188238,0.299630,0.400000,1.0
dados_spectre.txt,53,0.000625,0.004516,0.188514,0.299628,0.200000,0.000657,0.004502,0.187853,0.299627,0.200000,0.000649,0.004496,0.187793,0.299629,0.200000,0.000580,0.004569,0.188238,0.299630,0.400000,0.000620,0.004518,0.188486,0.299627,0.200000,1.0
dados_spectre.txt,54,0.000657,0.004502,0.187853,0.299627,0.200000,0.000649,0.004496,0.187793,0.299629,0.200000,0.000580,0.004569,0.188238,0.299630,0.400000,0.000620,0.004518,0.188486,0.299627,0.200000,0.000627,0.004517,0.188677,0.299629,0.200000,1.0
dados_spectre.txt,55,0.000649,0.004496,0.187793,0.299629,0.200000,0.000580,0.004569,0.188238,0.299630,0.400000,0.000620,0.004518,0.188486,0.299627,0.200000,0.000627,0.004517,0.188677,0.299629,0.200000,0.000590,0.004520,0.188973,0.299625,0.200000,1.0
dados_spectre.txt,56,0.000580,0.004569,0.188238,0.299630,0.400000,0.000620,0.004518,0.188486,0.299627,0.200000,0.000627,0.004517,0.188677,0.299629,0.200000,0.000590,0.004520,0.188973,0.299625,0.200000,0.000645,0.004536,0.188125,0.299629,0.400000,1.0
dados_spectre.txt,57,0.000620,0.004518,0.188486,0.299627,0.200000,0.000627,0.004517,0.188677,0.299629,0.200000,0.000590,0.004520,0.188973,0.299625,0.200000,0.000645,0.004536,0.188125,0.299629,0.400000,0.000629,0.004515,0.188711,0.299626,0.200000,1.0
dados_spectre.txt,58,0.000627,0.004517,0.188677,0.299629,0.200000,0.000590,0.004520,0.188973,0.299625,0.200000,0.000645,0.004536,0.188125,0.299629,0.400000,0.000629,0.004515,0.188711,0.299626,0.200000,0.000624,0.004516,0.188706,0.299631,0.200000,1.0
dados_spectre.txt,59,0.000590,0.004520,0.188973,0.299625,0.200000,0.000645,0.004536,0.188125,0.299629,0.400000,0.000629,0.004515,0.188711,0.299626,0.200000,0.000624,0.004516,0.188706,0.299631,0.200000,0.000630,0.004562,0.188116,0.299631,0.400000,1.0
dados_spectre.txt,60,0.000645,0.004536,0.188125,0.299629,0.400000,0.000629,0.004515,0.188711,0.299626,0.200000,0.000624,0.004516,0.188706,0.299631,0.200000,0.000630,0.004562,0.188116,0.299631,0.400000,0.000643,0.004501,0.188346,0.299627,0.200000,1.0
dados_spectre.txt,61,0.000629,0.004515,0.188711,0.299626,0.200000,0.000624,0.004516,0.188706,0.299631,0.200000,0.000630,0.004562,0.188116,0.299631,0.400000,0.000643,0.004501,0.188346,0.299627,0.200000,0.000665,0.004490,0.186681,0.299628,0.200000,1.0
dados_spectre.txt,62,0.000624,0.004516,0.188706,0.299631,0.200000,0.000630,0.004562,0.188116,0.299631,0.400000,0.000643,0.004501,0.188346,0.299627,0.200000,0.000665,0.004490,0.186681,0.299628,0.200000,0.000695,0.004502,0.185990,0.299630,0.200000,1.0
dados_spectre.txt,63,0.000630,0.004562,0.188116,0.299631,0.400000,0.000643,0.004501,0.188346,0.299627,0.200000,0.000665,0.004490,0.186681,0.299628,0.200000,0.000695,0.004502,0.185990,0.299630,0.200000,0.000638,0.004563,0.188253,0.299631,0.400000,1.0
dados_spectre.txt,64,0.000643,0.004501,0.188346,0.299627,0.200000,0.000665,0.004490,0.186681,0.299628,0.200000,0.000695,0.004502,0.185990,0.299630,0.200000,0.000638,0.004563,0.188253,0.299631,0.400000,0.000640,0.004517,0.188406,0.299628,0.200000,1.0
dados_spectre.txt,65,0.000665,0.004490,0.186681,0.299628,0.200000,0.000695,0.004502,0.185990,0.299630,0.200000,0.000638,0.004563,0.188253,0.299631,0.400000,0.000640,0.004517,0.188406,0.299628,0.200000,0.000621,0.004511,0.187960,0.299628,0.200000,1.0
dados_spectre.txt,66,0.000695,0.004502,0.185990,0.299630,0.200000,0.000638,0.004563,0.188253,0.299631,0.400000,0.000640,0.004517,0.188406,0.299628,0.200000,0.000621,0.004511,0.187960,0.299628,0.200000,0.000727,0.004492,0.187290,0.299630,0.200000,1.0
dados_spectre.txt,67,0.000638,0.004563,0.188253,0.299631,0.400000,0.000640,0.004517,0.188406,0.299628,0.200000,0.000621,0.004511,0.187960,0.299628,0.200000,0.000727,0.004492,0.187290,0.299630,0.200000,0.000706,0.004555,0.186136,0.299631,0.400000,1.0
dados_spectre.txt,68,0.000640,0.004517,0.188406,0.299628,0.200000,0.000621,0.004511,0.187960,0.299628,0.200000,0.000727,0.004492,0.187290,0.299630,0.200000,0.000706,0.004555,0.186136,0.299631,0.400000,0.000665,0.004517,0.188146,0.299628,0.200000,1.0
dados_spectre.txt,69,0.000621,0.004511,0.187960,0.299628,0.200000,0.000727,0.004492,0.187290,0.299630,0.200000,0.000706,0.004555,0.186136,0.299631,0.400000,0.000665,0.004517,0.188146,0.299628,0.200000,0.000547,0.004525,0.189212,0.299628,0.200000,1.0
dados_spectre.txt,70,0.000727,0.004492,0.187290,0.299630,0.200000,0.000706,0.004555,0.186136,0.299631,0.400000,0.000665,0.004517,0.188146,0.299628,0.200000,0.000547,0.004525,0.189212,0.299628,0.200000,0.000605,0.004515,0.188983,0.299628,0.200000,1.0
dados_spectre.txt,71,0.000706,0.004555,0.186136,0.299631,0.400000,0.000665,0.004517,0.188146,0.299628,0.200000,0.000547,0.004525,0.189212,0.299628,0.200000,0.000605,0.004515,0.188983,0.299628,0.200000,0.000681,0.004554,0.187261,0.299631,0.400000,1.0
dados_spectre.txt,72,0.000665,0.004517,0.188146,0.299628,0.200000,0.000547,0.004525,0.189212,0.299628,0.200000,0.000605,0.004515,0.188983,0.299628,0.200000,0.000681,0.004554,0.187261,0.299631,0.400000,0.000684,0.004514,0.188095,0.299628,0.200000,1.0
dados_spectre.txt,73,0.000547,0.004525,0.189212,0.299628,0.200000,0.000605,0.004515,0.188983,0.299628,0.200000,0.000681,0.004554,0.187261,0.299631,0.400000,0.000684,0.004514,0.188095,0.299628,0.200000,0.000573,0.004524,0.189254,0.299629,0.200000,1.0
dados_spectre.txt,74,0.000605,0.004515,0.188983,0.299628,0.200000,0.000681,0.004554,0.187261,0.299631,0.400000,0.000684,0.004514,0.188095,0.299628,0.200000,0.000573,0.004524,0.189254,0.299629,0.200000,0.000614,0.004518,0.188908,0.299627,0.200000,1.0
dados_spectre.txt,75,0.000681,0.004554,0.187261,0.299631,0.400000,0.000684,0.004514,0.188095,0.299628,0.200000,0.000573,0.004524,0.189254,0.299629,0.200000,0.000614,0.004518,0.188908,0.299627,0.200000,0.000630,0.004559,0.187610,0.299630,0.400000,1.0
dados_spectre.txt,76,0.000684,0.004514,0.188095,0.299628,0.200000,0.000573,0.004524,0.189254,0.299629,0.200000,0.000614,0.004518,0.188908,0.299627,0.200000,0.000630,0.004559,0.187610,0.299630,0.400000,0.000695,0.004497,0.187872,0.299628,0.200000,1.0
dados_spectre.txt,77,0.000573,0.004524,0.189254,0.299629,0.200000,0.000614,0.004518,0.188908,0.299627,0.200000,0.000630,0.004559,0.187610,0.299630,0.400000,0.000695,0.004497,0.187872,0.299628,0.200000,0.000626,0.004516,0.189172,0.299630,0.200000,1.0
dados_spectre.txt,78,0.000614,0.004518,0.188908,0.299627,0.200000,0.000630,0.004559,0.187610,0.299630,0.400000,0.000695,0.004497,0.187872,0.299628,0.200000,0.000626,0.004516,0.189172,0.299630,0.200000,0.000623,0.004518,0.188718,0.299627,0.200000,1.0
dados_spectre.txt,79,0.000630,0.004559,0.187610,0.299630,0.400000,0.000695,0.004497,0.187872,0.299628,0.200000,0.000626,0.004516,0.189172,0.299630,0.200000,0.000623,0.004518,0.188718,0.299627,0.200000,0.000609,0.004568,0.188129,0.299629,0.400000,1.0
dados_spectre.txt,80,0.000695,0.004497,0.187872,0.299628,0.200000,0.000626,0.004516,0.189172,0.299630,0.200000,0.000623,0.004518,0.188718,0.299627,0.200000,0.000609,0.004568,0.188129,0.299629,0.400000,0.000592,0.004516,0.189140,0.299627,0.200000,1.0
dados_spectre.txt,81,0.000626,0.004516,0.189172,0.299630,0.200000,0.000623,0.004518,0.188718,0.299627,0.200000,0.000609,0.004568,0.188129,0.299629,0.400000,0.000592,0.004516,0.189140,0.299627,0.200000,0.000655,0.004496,0.188239,0.299629,0.200000,1.0
dados_spectre.txt,82,0.000623,0.004518,0.188718,0.299627,0.200000,0.000609,0.004568,0.188129,0.299629,0.400000,0.000592,0.004516,0.189140,0.299627,0.200000,0.000655,0.004496,0.188239,0.299629,0.200000,0.000665,0.004509,0.188015,0.299628,0.200000,1.0
dados_spectre.txt,83,0.000609,0.004568,0.188129,0.299629,0.400000,0.000592,0.004516,0.189140,0.299627,0.200000,0.000655,0.004496,0.188239,0.299629,0.200000,0.000665,0.004509,0.188015,0.299628,0.200000,0.000599,0.004568,0.188393,0.299627,0.400000,1.0
dados_spectre.txt,84,0.000592,0.004516,0.189140,0.299627,0.200000,0.000655,0.004496,0.188239,0.299629,0.200000,0.000665,0.004509,0.188015,0.299628,0.200000,0.000599,0.004568,0.188393,0.299627,0.400000,0.000593,0.004518,0.189336,0.299629,0.200000,1.0
dados_spectre.txt,85,0.000655,0.004496,0.188239,0.299629,0.200000,0.000665,0.004509,0.188015,0.299628,0.200000,0.000599,0.004568,0.188393,0.299627,0.400000,0.000593,0.004518,0.189336,0.299629,0.200000,0.000638,0.004518,0.188580,0.299628,0.200000,1.0
dados_spectre.txt,86,0.000665,0.004509,0.188015,0.299628,0.200000,0.000599,0.004568,0.188393,0.299627,0.400000,0.000593,0.004518,0.189336,0.299629,0.200000,0.000638,0.004518,0.188580,0.299628,0.200000,0.000653,0.004506,0.188235,0.299628,0.200000,1.0
dados_spectre.txt,87,0.000599,0.004568,0.188393,0.299627,0.400000,0.000593,0.004518,0.189336,0.299629,0.200000,0.000638,0.004518,0.188580,0.299628,0.200000,0.000653,0.004506,0.188235,0.299628,0.200000,0.000595,0.004565,0.188582,0.299628,0.400000,1.0
dados_spectre.txt,88,0.000593,0.004518,0.189336,0.299629,0.200000,0.000638,0.004518,0.188580,0.299628,0.200000,0.000653,0.004506,0.188235,0.299628,0.200000,0.000595,0.004565,0.188582,0.299628,0.400000,0.000636,0.004516,0.188842,0.299629,0.200000,1.0
dados_spectre.txt,89,0.000638,0.004518,0.188580,0.299628,0.200000,0.000653,0.004506,0.188235,0.299628,0.200000,0.000595,0.004565,0.188582,0.299628,0.400000,0.000636,0.004516,0.188842,0.299629,0.200000,0.000618,0.004518,0.188580,0.299627,0.200000,1.0
dados_spectre.txt,90,0.000653,0.004506,0.188235,0.299628,0.200000,0.000595,0.004565,0.188582,0.299628,0.400000,0.000636,0.004516,0.188842,0.299629,0.200000,0.000618,0.004518,0.188580,0.299627,0.200000,0.000633,0.004514,0.188055,0.299627,0.200000,1.0
dados_spectre.txt,91,0.000595,0.004565,0.188582,0.299628,0.400000,0.000636,0.004516,0.188842,0.299629,0.200000,0.000618,0.004518,0.188580,0.299627,0.200000,0.000633,0.004514,0.188055,0.299627,0.200000,0.000747,0.004531,0.186034,0.299628,0.400000,1.0
dados_spectre.txt,92,0.000636,0.004516,0.188842,0.299629,0.200000,0.000618,0.004518,0.188580,0.299627,0.200000,0.000633,0.004514,0.188055,0.299627,0.200000,0.000747,0.004531,0.186034,0.299628,0.400000,0.000685,0.004509,0.188037,0.299628,0.200000,1.0
dados_spectre.txt,93,0.000618,0.004518,0.188580,0.299627,0.200000,0.000633,0.004514,0.188055,0.299627,0.200000,0.000747,0.004531,0.186034,0.299628,0.400000,0.000685,0.004509,0.188037,0.299628,0.200000,0.000645,0.004517,0.188353,0.299627,0.200000,1.0
dados_spectre.txt,94,0.000633,0.004514,0.188055,0.299627,0.200000,0.000747,0.004531,0.186034,0.299628,0.400000,0.000685,0.004509,0.188037,0.299628,0.200000,0.000645,0.004517,0.188353,0.299627,0.200000,0.000603,0.004520,0.189035,0.299629,0.200000,1.0
dados_spectre.txt,95,0.000747,0.004531,0.186034,0.299628,0.400000,0.000685,0.004509,0.188037,0.299628,0.200000,0.000645,0.004517,0.188353,0.299627,0.200000,0.000603,0.004520,0.189035,0.299629,0.200000,0.000648,0.004565,0.187984,0.299627,0.400000,1.0
dados_spectre.txt,96,0.000685,0.004509,0.188037,0.299628,0.200000,0.000645,0.004517,0.188353,0.299627,0.200000,0.000603,0.004520,0.189035,0.299629,0.200000,0.000648,0.004565,0.187984,0.299627,0.400000,0.000651,0.004504,0.187248,0.299629,0.200000,1.0
dados_spectre.txt,97,0.000645,0.004517,0.188353,0.299627,0.200000,0.000603,0.004520,0.189035,0.299629,0.200000,0.000648,0.004565,0.187984,0.299627,0.400000,0.000651,0.004504,0.187248,0.299629,0.200000,0.000724,0.004496,0.187152,0.299626,0.200000,1.0
