TIMESTAMP,CPU_CYCLES,INSTRUCTIONS,CACHE_MISSES,BRANCH_MISSES,LABEL
01:52:24:826,120000436,173797357,0,537450,0
01:52:25:026,120000464,173768794,0,538566,0
01:52:25:226,120000445,173810126,0,536905,0
01:52:25:426,120000446,173770289,0,537752,0
01:52:25:626,120000439,173820095,0,537498,0
01:52:25:826,120000439,173763684,0,539398,0
01:52:26:026,120000446,173632977,1,541766,0
01:52:26:226,120000448,173739054,0,539169,0
01:52:26:426,120000446,173785990,0,537068,0
01:52:26:626,120000458,173828872,0,536873,0
01:52:26:826,120000429,173862777,0,536164,0
01:52:27:026,120000454,173735310,0,539699,0
01:52:27:226,120000445,173817105,0,538528,0
01:52:27:426,120000432,173706056,1,540227,0
01:52:27:626,120000442,173806948,0,538180,0
01:52:27:826,120000438,173915963,0,535265,0
01:52:28:026,120000440,173876641,0,536674,0
01:52:28:226,120000445,173896244,0,537158,0
01:52:28:426,120000454,173919691,0,535745,0
01:52:28:626,120000438,173934766,0,535220,0
01:52:28:826,120000437,173973185,0,534623,0
01:52:29:026,120000437,174064304,0,532482,0
01:52:29:226,120000437,173984092,0,533936,0
01:52:29:426,120000451,173854756,0,535892,0
01:52:29:626,120000448,173943419,0,534680,0
01:52:29:826,120000442,173943831,1,534997,0
01:52:30:026,120000449,173986891,0,533199,0
01:52:30:226,120000441,173973236,0,533311,0
01:52:30:426,120000451,174057968,0,532108,0
01:52:30:626,120000452,173982263,0,534323,0
01:52:30:826,120000450,174004672,1,534387,0
01:52:31:026,120000437,174008960,0,534154,0
01:52:31:226,120000445,174022798,0,533431,0
01:52:31:626,120000481,265141767,402,164,0
01:52:31:826,120000460,243896750,314,124709,0
01:52:32:026,120000431,173933325,0,535441,0
01:52:32:226,120000454,173945390,1,536028,0
01:52:32:426,120000450,173941864,0,536031,0
01:52:32:626,120000452,173896550,0,536922,0
01:52:32:826,120000438,173939091,0,536301,0
01:52:33:026,120000436,173882939,0,537835,0
01:52:33:226,120000453,173860111,1,537617,0
01:52:33:426,120000446,173872040,0,537461,0
01:52:33:626,120000443,173947831,0,535622,0
01:52:33:826,120000452,173852689,0,537776,0
01:52:34:026,120000443,173839869,0,538717,0
01:52:34:226,120000444,173861667,1,538684,0
01:52:34:426,120000449,173860119,0,538312,0
01:52:34:626,120000434,173805609,1,539930,0
01:52:34:826,120000448,173771918,0,539415,0
01:52:35:026,120000463,173807514,0,537707,0
01:52:35:226,120000440,173865081,0,536454,0
01:52:35:426,120000441,173783772,0,537359,0
01:52:35:626,120000434,173796428,1,537842,0
01:52:35:826,120000450,173798282,0,536704,0
01:52:36:026,120000444,173822976,0,536842,0
01:52:36:226,120000443,173870850,0,535448,0
01:52:36:426,120000432,173821413,0,537004,0
01:52:36:626,120000434,173793211,1,538273,0
01:52:36:826,120000456,173659764,0,540575,0
01:52:37:026,120000438,173737671,0,539104,0
01:52:37:226,120000439,173851445,0,537270,0
01:52:37:426,120000444,173883918,0,536240,0
01:52:37:626,120000432,173803052,0,537627,0
01:52:37:826,120000446,173923778,0,536559,0
01:52:38:026,120000443,173993006,0,535166,0
01:52:38:226,120000452,173944448,0,535857,0
01:52:38:426,120000441,173892530,0,535920,0
01:52:38:626,120000437,173879503,1,536988,0
01:52:38:826,120000441,173857782,0,537099,0
01:52:39:026,120000459,173790738,0,538840,0
01:52:39:226,120000445,173829454,0,538753,0
01:52:39:426,120000446,173801996,0,538728,0
01:52:39:626,120000444,173849252,1,538667,0
01:52:39:826,120000454,173861618,0,537650,0
01:52:40:026,120000458,173786609,0,538700,0
01:52:40:226,120000448,173741013,0,539363,0
01:52:40:426,120000446,173699377,0,540550,0
01:52:40:626,120000430,173887326,0,537100,0
01:52:40:826,120000456,173823937,0,538437,0
01:52:41:026,120000439,173939287,1,536330,0
01:52:41:226,120000436,173966955,0,535301,0
01:52:41:426,120000453,173859571,1,536518,0
01:52:41:626,120000435,173878367,0,538407,0
01:52:41:826,120000437,173908686,0,538151,0
01:52:42:026,120000449,173787905,0,539803,0
01:52:42:226,120000450,173768653,0,540973,0
01:52:42:426,120000450,173773548,0,539774,0
01:52:42:626,120000431,173875403,0,537898,0
01:52:42:826,120000453,173900095,0,536932,0
01:52:43:026,120000458,173899309,0,536345,0
01:52:43:226,120000438,173837150,0,538881,0
01:52:43:426,120000437,173925578,1,536940,0
01:52:43:626,120000457,173849637,0,538438,0
01:52:43:826,120000440,173831262,0,539329,0
01:52:44:026,120000465,173832514,0,538135,0
01:52:44:226,120000464,173853980,0,537953,0
01:52:44:426,120000442,173875636,0,537836,0
01:52:44:626,120000436,173868998,0,537185,0
01:52:44:826,120000453,173990628,1,535294,0
01:52:45:026,120000439,173932700,0,536992,0
01:52:45:226,120000452,173881982,0,537088,0
01:52:45:426,120000450,173836988,1,537687,0
01:52:45:626,120000443,173847665,0,538141,0
01:52:45:826,120000436,173871240,0,536585,0
01:52:46:026,120000453,173875452,0,536364,0
01:52:46:226,120000439,173976762,0,534861,0
01:52:46:426,120000439,173961530,0,534923,0
01:52:46:626,120000446,173984279,0,534217,0
01:52:47:026,120000473,265133930,404,176,0
01:52:47:226,120000456,259293783,380,34502,0
01:52:47:426,120000439,173993773,1,534698,0
01:52:47:626,120000454,174021813,0,533598,0
01:52:47:826,120000448,173977731,0,534268,0
01:52:48:026,120000458,173965353,0,534067,0
01:52:48:226,120000449,173939595,1,535240,0
01:52:48:426,120000452,173920641,0,536777,0
01:52:48:626,120000428,173871448,0,537105,0
01:52:48:826,120000448,173940942,1,535462,0
01:52:49:026,120000453,174006270,0,534212,0
01:52:49:226,120000449,173940428,0,535967,0
01:52:49:426,120000442,173950870,0,535381,0
01:52:49:626,120000450,173899878,0,536272,0
01:52:49:826,120000458,173912709,0,536178,0
01:52:50:026,120000442,173989034,0,534479,0
01:52:50:226,120000449,174031669,1,533713,0
01:52:50:426,120000444,173964351,0,534336,0
01:52:50:626,120000454,173989918,0,534174,0
01:52:50:826,120000441,173990389,0,535148,0
01:52:51:026,120000446,173979107,0,535574,0
01:52:51:226,120000442,173986093,1,535593,0
01:52:51:426,120000436,173995665,0,534911,0
01:52:51:626,120000446,173967197,0,535437,0
01:52:51:826,120000475,173845635,0,538598,0
01:52:52:026,120000432,174016513,0,534642,0
01:52:52:226,120000450,173996781,0,534280,0
01:52:52:426,120000447,174013765,0,533637,0
01:52:52:626,120000454,173997882,0,534592,0
01:52:52:826,120000447,173986029,0,535480,0
01:52:53:026,120000425,173918560,0,537107,0
01:52:53:226,120000425,173986444,0,535067,0
01:52:53:426,120000448,173924807,0,536143,0
01:52:53:626,120000453,173978018,1,535638,0
01:52:53:826,120000449,174112043,0,532206,0
01:52:54:026,120000459,174073191,0,533138,0
01:52:54:226,120000434,174068280,1,533553,0
01:52:54:426,120000453,174035710,0,534133,0
01:52:54:626,120000442,173952372,1,535920,0
01:52:54:826,120000444,173937449,0,535597,0
01:52:55:026,120000451,174017999,1,534271,0
01:52:55:226,120000444,173858109,0,537782,0
01:52:55:426,120000457,173817671,0,537779,0
01:52:55:626,120000438,173872022,1,536824,0
01:52:55:826,120000437,173815706,0,538737,0
01:52:56:026,120000437,173797627,0,538424,0
01:52:56:226,120000449,173837794,0,538433,0
01:52:56:426,120000451,173900620,0,536479,0
01:52:56:626,120000453,173857596,0,537175,0
01:52:56:826,120000454,173939295,0,536418,0
01:52:57:026,120000437,173936185,1,535930,0
01:52:57:226,120000453,173991184,0,534274,0
01:52:57:426,120000442,173958864,0,534597,0
01:52:57:626,120000461,174020614,0,533075,0
01:52:57:826,120000444,174091471,0,531837,0
01:52:58:026,120000434,174077768,1,532519,0
01:52:58:226,120000434,173993420,0,535698,0
01:52:58:426,120000446,173887007,0,537031,0
01:52:58:626,120000450,173959613,0,535324,0
01:52:58:826,120000428,174078987,0,533134,0
01:52:59:026,120000440,174080212,1,532857,0
01:52:59:226,120000450,174127089,0,531267,0
01:52:59:426,120000438,174023863,1,533003,0
01:52:59:626,120000457,174014125,0,533563,0
01:52:59:826,120000457,174025432,0,533476,0
01:53:00:026,120000435,174053320,0,532702,0
01:53:00:226,120000482,174047423,0,532901,0
01:53:00:426,120000440,174240401,1,528836,0
01:53:00:626,120000446,174159554,0,529797,0
01:53:00:826,120000454,174083774,0,531989,0
01:53:01:026,120000432,174002955,0,533509,0
01:53:01:226,120000434,173931632,0,534663,0
01:53:01:426,120000445,174015215,1,533881,0
01:53:01:626,120000454,174056347,0,533842,0
01:53:01:826,120000441,174041374,0,534000,0
01:53:02:026,120000438,173999200,0,535083,0
01:53:02:626,120000475,265134430,403,149,0
01:53:02:626,120000475,265134430,403,149,0
01:53:02:826,120000447,183597092,48,478015,0
01:53:03:026,120000435,174040319,0,533015,0
01:53:03:226,120000445,174059575,0,532995,0
01:53:03:426,120000452,173992725,0,534423,0
01:53:03:626,120000436,173999976,0,534424,0
01:53:03:826,120000442,174075907,1,532752,0
01:53:04:026,120000444,174002587,0,534605,0
01:53:04:226,120000449,174076860,0,533383,0
01:53:04:426,120000449,174125863,0,532694,0
01:53:04:626,120000441,174186597,0,530605,0
01:53:04:826,120000454,174239432,1,528667,0
01:53:05:026,120000438,174187770,0,529674,0
01:53:05:226,120000437,174196154,0,529604,0
01:53:05:426,120000432,174146233,0,530850,0
01:53:05:626,120000445,174070195,0,532658,0
01:53:05:826,120000458,174001294,1,534023,0
01:53:06:026,120000454,174050961,0,533167,0
01:53:06:226,120000451,173911534,1,535862,0
01:53:06:426,120000447,173915147,0,534850,0
01:53:06:626,120000435,174009923,1,533751,0
01:53:06:826,120000432,173949986,0,534984,0
01:53:07:026,120000447,173942054,0,535003,0
01:53:07:226,120000447,173968170,1,534204,0
01:53:07:426,120000448,173983985,0,533508,0
01:53:07:626,120000456,174083534,1,531770,0
01:53:07:826,120000450,173957241,0,534577,0
01:53:08:026,120000450,173948770,0,535466,0
01:53:08:226,120000436,174016796,0,534326,0
01:53:08:426,120000449,173996011,0,533946,0
01:53:08:626,120000446,173918713,0,535399,0
01:53:08:826,120000429,173957366,0,535234,0
01:53:09:026,120000450,174024724,0,533602,0
01:53:09:226,120000455,173987588,0,534002,0
01:53:09:426,120000435,173929016,0,535088,0
01:53:09:626,120000445,173901807,1,535457,0
01:53:09:826,120000446,173913655,0,535107,0
01:53:10:026,120000437,173922314,0,534017,0
01:53:10:226,120000437,173968344,0,532828,0
01:53:10:426,120000449,173976133,0,533026,0
01:53:10:626,120000451,173969153,1,533597,0
01:53:10:826,120000445,174051653,0,532173,0
01:53:11:026,120000436,174024730,0,532941,0
01:53:11:226,120000437,174051533,0,532169,0
01:53:11:426,120000447,174043554,0,532843,0
01:53:11:626,120000444,174082548,1,531778,0
01:53:11:826,120000451,174100484,0,531582,0
01:53:12:026,120000452,174164699,1,530103,0
01:53:12:226,120000446,174247745,0,527670,0
01:53:12:426,120000443,174180051,0,528701,0
01:53:12:626,120000449,174159061,0,529775,0
01:53:12:826,120000449,173961406,0,533780,0
01:53:13:026,120000452,173906500,1,534559,0
01:53:13:226,120000445,174070395,0,531942,0
01:53:13:426,120000455,174070778,0,532124,0
01:53:13:626,120000445,174142346,1,530709,0
01:53:13:826,120000433,174074970,0,531907,0
01:53:14:026,120000442,174120073,1,530003,0
01:53:14:226,120000429,174050845,0,531445,0
01:53:14:426,120000457,174017745,0,532372,0
01:53:14:626,120000447,174026433,0,532388,0
01:53:14:826,120000436,173940132,0,534121,0
01:53:15:026,120000456,173993995,1,532959,0
01:53:15:226,120000451,173944072,0,534334,0
01:53:15:426,120000450,174056117,0,531949,0
01:53:15:626,120000459,174044568,0,532291,0
01:53:15:826,120000432,174014052,0,532756,0
01:53:16:026,120000456,174114650,0,530736,0
01:53:16:226,120000438,173967731,0,533273,0
01:53:16:426,120000429,173970669,0,533554,0
01:53:16:626,120000447,173991570,0,532512,0
01:53:16:826,120000439,173944197,0,534332,0
01:53:17:026,120000453,173916116,0,535121,0
01:53:17:226,120000427,173876070,0,535387,0
01:53:17:426,120000453,173903167,1,535612,0
01:53:18:026,120000443,265123046,403,353,0
01:53:18:026,120000443,265123046,403,353,0
01:53:18:226,120000452,198471425,114,390948,0
01:53:18:426,120000461,173978855,0,533840,0
01:53:18:626,120000449,173977622,0,533443,0
01:53:18:826,120000440,173955487,1,534204,0
01:53:19:026,120000453,173922637,0,534385,0
01:53:19:226,120000455,173842707,0,536673,0
01:53:19:426,120000445,173877956,1,537419,0
01:53:19:626,120000448,173883102,0,536144,0
01:53:19:826,120000435,173908817,1,535920,0
01:53:20:026,120000444,174077073,0,532819,0
01:53:20:226,120000433,174003704,0,534621,0
01:53:20:426,120000462,174005545,0,533885,0
01:53:20:626,120000437,173946260,0,534315,0
01:53:20:826,120000446,173908247,1,534794,0
01:53:21:026,120000445,173893802,0,535840,0
01:53:21:226,120000449,173929541,0,534766,0
01:53:21:426,120000438,173974189,0,534145,0
01:53:21:626,120000440,174020427,0,533067,0
01:53:21:826,120000435,173952183,1,534692,0
01:53:22:026,120000439,173948019,0,534360,0
01:53:22:226,120000454,173964175,0,534498,0
01:53:22:426,120000438,173950085,0,534843,0
01:53:22:626,120000440,173966051,0,534967,0
01:53:22:826,120000443,173983579,1,534363,0
01:53:23:026,120000440,173899785,0,536165,0
01:53:23:226,120000441,173847037,1,536654,0
01:53:23:426,120000445,173934415,0,535183,0
01:53:23:626,120000447,174009811,0,533777,0
01:53:23:826,120000444,174010941,0,533902,0
01:53:24:026,120000438,174029431,0,533177,0
01:53:24:226,120000445,174099725,1,531990,0
01:53:24:426,120000454,173989238,0,533765,0
01:53:24:626,120000433,173913827,1,536217,0
01:53:24:826,120000447,173928668,1,535498,0
01:53:25:026,120000455,173900867,0,535602,0
01:53:25:226,120000435,173851501,1,536057,0
01:53:25:426,120000446,173788075,0,538150,0
01:53:25:626,120000441,173806665,1,537079,0
01:53:25:826,120000439,173871500,0,536747,0
01:53:26:026,120000450,173879516,0,536082,0
01:53:26:226,120000441,173863868,0,536428,0
01:53:26:426,120000449,173899224,0,536344,0
01:53:26:626,120000454,173979700,0,534955,0
01:53:26:826,120000438,173884539,0,535863,0
01:53:27:026,120000440,173860582,1,536843,0
01:53:27:226,120000446,173873649,0,535712,0
01:53:27:426,120000454,173925967,0,534226,0
01:53:27:626,120000455,174012358,1,532546,0
01:53:27:826,120000445,173865248,0,536060,0
01:53:28:026,120000452,173882736,0,535527,0
01:53:28:226,120000433,173892963,0,534775,0
01:53:28:426,120000437,174000461,0,532857,0
01:53:28:626,120000446,173993475,0,532172,0
01:53:28:826,120000433,174012213,0,531851,0
01:53:29:026,120000445,174037147,1,531305,0
01:53:29:226,120000454,173925358,0,533438,0
01:53:29:426,120000450,173952406,0,533335,0
01:53:29:626,120000454,173977138,1,532630,0
01:53:29:826,120000440,173894377,0,534254,0
01:53:30:026,120000447,173853165,1,534502,0
01:53:30:226,120000444,173824585,0,536527,0
01:53:30:426,120000449,173866024,0,534338,0
01:53:30:626,120000448,173880197,0,534629,0
01:53:30:826,120000447,173937636,0,533209,0
01:53:31:026,120000441,174005327,0,531846,0
01:53:31:226,120000450,174141086,0,529212,0
01:53:31:426,120000438,174083924,1,529725,0
01:53:31:626,120000448,174126248,0,529669,0
01:53:31:826,120000441,174105863,0,530428,0
01:53:32:026,120000451,174083791,0,530463,0
01:53:32:226,120000436,173951365,0,533395,0
01:53:32:426,120000442,173990820,1,533036,0
01:53:32:626,120000439,173990544,0,533015,0
01:53:32:826,120000444,173971786,0,533357,0
01:53:33:426,120000469,265141901,401,157,0
01:53:33:426,120000469,265141901,401,157,0
01:53:33:626,120000449,213891038,182,299653,0
01:53:33:826,120000449,173948224,0,534598,0
01:53:34:026,120000464,173940242,0,533919,0
01:53:34:226,120000441,173935093,0,534169,0
01:53:34:426,120000454,173958137,1,534250,0
01:53:34:626,120000447,173890446,0,536252,0
01:53:34:826,120000447,173961857,0,534521,0
01:53:35:026,120000433,173826352,0,536061,0
01:53:35:226,120000437,173909260,0,535182,0
01:53:35:426,120000456,173930930,0,534366,0
01:53:35:626,120000445,173953103,0,533667,0
01:53:35:826,120000447,174012421,1,532440,0
01:53:36:026,120000454,174016622,0,531503,0
01:53:36:226,120000449,173893327,0,535180,0
01:53:36:426,120000438,173821843,0,535809,0
01:53:36:626,120000445,173842800,0,536315,0
01:53:36:826,120000449,173916800,1,533836,0
01:53:37:026,120000440,173930308,0,533260,0
01:53:37:226,120000449,173873441,1,535742,0
01:53:37:426,120000452,173903827,0,535252,0
01:53:37:626,120000441,173779675,0,536926,0
01:53:37:826,120000466,173972816,1,533827,0
01:53:38:026,120000451,173925421,0,535129,0
01:53:38:226,120000445,173911012,0,535083,0
01:53:38:426,120000436,173938235,0,535245,0
01:53:38:626,120000437,174007243,0,534341,0
01:53:38:826,120000447,174103334,1,531703,0
01:53:39:026,120000453,174061440,0,532494,0
01:53:39:226,120000448,174012417,0,533357,0
01:53:39:426,120000448,174075270,0,532324,0
01:53:39:626,120000452,174024893,0,532977,0
01:53:39:826,120000436,173834042,0,535572,0
01:53:40:026,120000442,173811776,0,536272,0
01:53:40:226,120000444,173765292,1,536265,0
01:53:40:426,120000451,173803463,0,536185,0
01:53:40:626,120000450,173876831,0,534897,0
01:53:40:826,120000446,173893960,0,534786,0
01:53:41:026,120000444,173903605,0,535237,0
01:53:41:226,120000441,173950124,0,533409,0
01:53:41:426,120000445,173828415,0,534866,0
01:53:41:626,120000455,173935470,1,533681,0
01:53:41:826,120000448,173945869,0,533936,0
01:53:42:026,120000454,173970520,0,532918,0
01:53:42:226,120000455,173955962,1,533129,0
01:53:42:426,120000445,174000160,0,532153,0
01:53:42:626,120000446,173915641,0,535020,0
01:53:42:826,120000441,173932699,0,534212,0
01:53:43:026,120000448,173878873,0,535106,0
01:53:43:226,120000441,173893315,1,535411,0
01:53:43:426,120000438,173933504,0,534367,0
01:53:43:626,120000445,173863581,1,535819,0
01:53:43:826,120000455,173864261,0,536750,0
01:53:44:026,120000448,173831586,0,537020,0
01:53:44:226,120000466,173777552,0,537563,0
01:53:44:426,120000438,173870438,0,535565,0
01:53:44:626,120000437,173823289,0,535466,0
01:53:44:826,120000447,173849460,0,535904,0
01:53:45:026,120000447,173936976,0,533816,0
01:53:45:226,120000451,173956919,0,532938,0
01:53:45:426,120000439,173978335,0,533603,0
01:53:45:626,120000451,173962709,1,534014,0
01:53:45:826,120000453,173944760,0,534572,0
01:53:46:026,120000438,173853924,0,535968,0
01:53:46:226,120000448,173929447,0,534771,0
01:53:46:426,120000433,173961234,0,534230,0
01:53:46:626,120000434,173915539,0,535358,0
01:53:46:826,120000450,173872433,0,535768,0
01:53:47:026,120000450,173934918,1,535242,0
01:53:47:226,120000462,173960237,0,535083,0
01:53:47:426,120000442,173846388,0,536395,0
01:53:47:626,120000450,173761652,0,539155,0
01:53:47:826,120000448,173767606,0,538565,0
01:53:48:026,120000449,173772963,1,538768,0
01:53:48:226,120000458,173775862,0,537848,0
01:53:48:826,120000464,265141382,401,164,0
01:53:48:826,120000464,265141382,401,164,0
01:53:49:026,120000453,228747138,248,214679,0
01:53:49:226,120000450,173766353,0,538816,0
01:53:49:426,120000446,173695824,1,541130,0
01:53:49:626,120000463,173721902,0,539180,0
01:53:49:826,120000448,173838403,0,538100,0
01:53:50:026,120000464,173797239,0,538283,0
01:53:50:226,120000442,173854690,0,537616,0
01:53:50:426,120000438,173841311,1,537535,0
01:53:50:626,120000445,173896814,0,536175,0
01:53:50:826,120000450,173917916,0,536616,0
01:53:51:026,120000446,173896679,0,536636,0
01:53:51:226,120000441,173910974,0,535124,0
01:53:51:426,120000449,173884902,1,535987,0
01:53:51:626,120000437,173903218,0,535820,0
01:53:51:826,120000453,173836084,0,536487,0
01:53:52:026,120000455,173844999,0,536820,0
01:53:52:226,120000432,173900777,0,535158,0
01:53:52:426,120000453,173873754,0,535757,0
01:53:52:626,120000430,173873733,0,537003,0
01:53:52:826,120000448,173877116,0,536675,0
01:53:53:026,120000455,173814971,0,537489,0
01:53:53:226,120000454,173848699,0,537254,0
01:53:53:426,120000437,173829753,0,536907,0
01:53:53:626,120000437,173897102,0,535499,0
01:53:53:826,120000447,173958636,1,534306,0
01:53:54:226,120000445,173874643,0,536039,0
01:53:54:426,120000446,173895600,0,536179,0
01:53:54:626,120000449,173890845,0,535879,0
01:53:54:826,120000446,173872527,1,536093,0
01:53:55:026,120000441,173898004,0,536255,0
01:53:55:226,120000450,173921657,0,535379,0
01:53:55:426,120000449,173860478,0,536094,0
01:53:55:626,120000433,173849050,0,536833,0
01:53:55:826,120000437,173817706,1,536834,0
01:53:56:026,120000442,173739364,0,538951,0
01:53:56:226,120000448,173766112,0,538162,0
01:53:56:426,120000447,173803997,0,537990,0
01:53:56:626,120000429,173825050,0,537945,0
01:53:56:826,120000450,173780174,0,538234,0
01:53:57:026,120000452,173775280,0,538639,0
01:53:57:226,120000438,173762962,1,538738,0
01:53:57:426,120000454,173817618,0,537714,0
01:53:57:626,120000435,173827234,0,536612,0
01:53:57:826,120000443,173831226,0,537885,0
01:53:58:026,120000440,173778033,0,538870,0
01:53:58:226,120000446,173823607,0,538224,0
01:53:58:426,120000456,173823904,0,537390,0
01:53:58:626,120000452,173751579,0,538945,0
01:53:58:826,120000456,173876710,0,536312,0
01:53:59:026,120000442,173798160,0,537812,0
01:53:59:226,120000442,173803857,1,537982,0
01:53:59:426,120000433,173779175,0,537227,0
01:53:59:626,120000441,173856017,1,536407,0
01:53:59:826,120000452,173842863,0,536301,0
01:54:00:026,120000449,173781881,0,537442,0
01:54:00:226,120000450,173875669,1,536287,0
01:54:00:426,120000449,173889055,0,535654,0
01:54:00:626,120000438,173860807,1,536661,0
01:54:00:826,120000450,173820393,0,537932,0
01:54:01:026,120000441,173821068,0,537175,0
01:54:01:226,120000434,173843297,0,536453,0
01:54:01:426,120000448,173885524,0,535481,0
01:54:01:626,120000450,173829370,1,535597,0
01:54:01:826,120000454,173861464,0,535700,0
01:54:02:026,120000448,173829579,0,535210,0
01:54:02:226,120000447,173852052,0,536288,0
01:54:02:426,120000452,173890624,0,535665,0
01:54:02:626,120000440,173899471,0,535256,0
01:54:02:826,120000461,173926625,0,535240,0
01:54:03:026,120000437,173930183,1,535229,0
01:54:03:226,120000440,173985038,0,532922,0
01:54:03:426,120000457,174105987,0,530737,0
01:54:03:626,120000447,174053521,0,531809,0
01:54:03:826,120000432,174070242,0,531240,0
01:54:04:226,120000473,265133827,404,157,0
01:54:04:426,120000445,244212442,314,123150,0
01:54:04:626,120000458,173942712,0,534356,0
01:54:04:826,120000466,173927023,0,534974,0
01:54:05:026,120000441,173947693,0,534365,0
01:54:05:227,120000447,173988423,0,532880,0
01:54:05:427,120000444,174014037,0,532558,0
01:54:05:627,120000459,174066256,0,530829,0
01:54:05:827,120000443,173956618,0,534136,0
01:54:06:027,120000452,174003789,1,533206,0
01:54:06:227,120000448,174008573,0,533078,0
01:54:06:427,120000462,174050966,0,532562,0
01:54:06:627,120000440,174065991,0,531767,0
01:54:06:827,120000446,174108725,0,531048,0
01:54:07:027,120000449,174040308,0,532097,0
01:54:07:227,120001013,174082530,0,531199,0
01:54:07:427,120000457,174086818,1,531367,0
01:54:07:627,120000449,174061120,0,532120,0
01:54:07:827,120000438,174020561,1,533116,0
01:54:08:027,120000445,174113596,0,530989,0
01:54:08:227,120000463,173978642,0,534439,0
01:54:08:427,120000429,174090568,0,531885,0
01:54:08:627,120000445,174088058,0,531234,0
01:54:08:827,120000463,174066855,0,532053,0
01:54:09:027,120000440,174122966,0,530652,0
01:54:09:227,120000466,174189864,0,528395,0
01:54:09:427,120000441,174076922,0,531301,0
01:54:09:627,120000442,174006162,0,533261,0
01:54:09:827,120000440,173943478,0,533856,0
01:54:10:027,120000454,173849580,0,536176,0
01:54:10:227,120000433,173930578,0,535259,0
01:54:10:427,120000445,173872876,0,535604,0
01:54:10:627,120000448,173815262,0,536474,0
01:54:10:827,120000456,173953963,1,533848,0
01:54:11:027,120000445,174020448,0,532299,0
01:54:11:227,120000457,174001324,0,532585,0
01:54:11:427,120000459,174007441,0,532393,0
01:54:11:627,120000445,174085829,0,531241,0
01:54:11:827,120000457,174170253,1,529353,0
01:54:12:027,120000430,174163156,0,530192,0
01:54:12:227,120000437,174179161,1,529578,0
01:54:12:427,120000445,174141125,0,530232,0
01:54:12:627,120000449,174060246,0,531539,0
01:54:12:827,120000446,173932446,1,534298,0
01:54:13:027,120000463,173939932,0,535032,0
01:54:13:227,120000449,173978101,1,533471,0
01:54:13:427,120000440,173977492,1,533139,0
01:54:13:627,120000434,173948403,0,533473,0
01:54:13:827,120000443,173989297,0,533194,0
01:54:14:027,120000448,173973056,0,534146,0
01:54:14:227,120000446,174013243,1,533259,0
01:54:14:427,120000444,174029183,0,533185,0
01:54:14:627,120000457,174067264,0,531637,0
01:54:14:827,120000450,174017327,0,532043,0
01:54:15:027,120000435,174063531,0,531037,0
01:54:15:227,120000439,174108458,1,530260,0
01:54:15:427,120000452,174027180,0,531733,0
01:54:15:627,120000444,174089217,1,530572,0
01:54:15:827,120000443,173856750,0,536810,0
01:54:16:027,120000447,173865750,0,535882,0
01:54:16:227,120000438,173779558,0,537700,0
01:54:16:427,120000442,173841528,0,536561,0
01:54:16:627,120000435,173839481,1,536335,0
01:54:16:827,120000459,173823891,0,537265,0
01:54:17:027,120000432,173840585,0,535948,0
01:54:17:227,120000459,173863739,0,536174,0
01:54:17:427,120000440,173934974,0,534834,0
01:54:17:627,120000454,173853923,1,536048,0
01:54:17:827,120000450,173909471,0,534551,0
01:54:18:027,120000434,173903387,0,534503,0
01:54:18:227,120000444,173941816,0,533091,0
01:54:18:427,120000441,173807138,0,535771,0
