CPU_CYCLES, INSTRUCTIONS, CACHE_MISSES, BRANCH_MISSES, LABEL
00:03:34.139 119846702 30306361 575773 6824 1.0
00:03:34.539 119847128 30108002 581424 6828 1.0
00:03:34.739 119847421 31764406 572464 6792 1.0
00:03:34.939 119846658 30305816 575699 6831 1.0
00:03:35.139 119847468 30300664 575639 6814 1.0
00:03:35.540 119847135 30117889 581674 6833 1.0
00:03:35.740 119847560 31720574 572315 6809 1.0
00:03:35.940 119846656 30302047 575612 6819 1.0
00:03:36.140 119847475 30317188 575981 6833 1.0
00:03:36.540 119847872 30110815 581495 6836 1.0
00:03:36.740 119846853 31678929 572337 6801 1.0
00:03:36.940 119847509 30313272 575879 6830 1.0
00:03:37.140 119846720 30303291 575707 6832 1.0
00:03:37.540 119847110 30112346 581539 6836 1.0
00:03:37.740 119846661 31764686 572050 6788 1.0
00:03:37.940 119847554 30305122 575730 6826 1.0
00:03:38.140 119846689 30311425 575829 6825 1.0
00:03:38.540 119847191 30115893 581633 6823 1.0
00:03:38.740 119847664 31689010 572275 6782 1.0
00:03:38.940 119846626 30318311 575917 6826 1.0
00:03:39.140 119847506 30303119 575705 6820 1.0
00:03:39.540 119847058 30109056 581496 6830 1.0
00:03:39.740 119847416 31746802 572378 6784 1.0
00:03:39.940 119846666 30307504 575727 6843 1.0
00:03:40.140 119847437 30301191 575652 6816 1.0
00:03:40.540 119847894 30107367 581408 6836 1.0
00:03:40.740 119846752 31744065 572167 6792 1.0
00:03:40.940 119847609 30307074 575746 6838 1.0
00:03:41.140 119846747 30318753 575993 6813 1.0
00:03:41.540 119847928 30110598 581495 6829 1.0
00:03:41.740 119846854 31723495 572287 6787 1.0
00:03:41.940 119847431 30300640 575637 6836 1.0
00:03:42.140 119846752 30305303 575717 6823 1.0
00:03:42.540 119847126 30118256 581668 6840 1.0
00:03:42.740 119847483 31704929 572243 6786 1.0
00:03:42.940 119846703 30306179 575786 6830 1.0
00:03:43.140 119846848 30318947 575933 6833 1.0
00:03:43.540 119847041 30109598 581465 6847 1.0
00:03:43.740 119847559 31735860 572096 6781 1.0
00:03:43.940 119846610 30310990 575818 6825 1.0
00:03:44.140 119847503 30306040 575782 6835 1.0
00:03:44.540 119847835 30120707 581724 6830 1.0
00:03:44.740 119846690 31751590 572071 6788 1.0
00:03:44.940 119847360 30308616 575777 6837 1.0
00:03:45.140 119846747 30308254 575817 6835 1.0
00:03:45.540 119847846 30114197 581587 6842 1.0
00:03:45.740 119846783 31668588 572258 6790 1.0
