CPU_CYCLES, INSTRUCTIONS, CACHE_MISSES, BRANCH_MISSES, LABEL
13:10:04:770 119852751 30367727 579120 6821 1.0
13:10:04:970 119852950 30450980 579068 6828 1.0
13:10:05:170 119853493 30370389 579149 6837 1.0
13:10:05:570 119853996 30177803 585048 6854 1.0
13:10:05:770 119853024 30375926 579298 6837 1.0
13:10:05:970 119853525 30440385 578959 6835 1.0
13:10:06:170 119852952 30367539 579168 6838 1.0
13:10:06:570 119854097 30175344 585039 6856 1.0
13:10:06:770 119853014 30369721 579133 6827 1.0
13:10:06:970 119853587 30407773 579054 6844 1.0
13:10:07:170 119852781 30372223 579199 6849 1.0
13:10:07:570 119853312 30178056 585055 6837 1.0
13:10:07:770 119852828 30370871 579256 6839 1.0
13:10:07:970 119853365 30413043 579013 6844 1.0
13:10:08:170 119852828 30367597 579173 6847 1.0
13:10:08:570 119853305 30178777 585072 6850 1.0
13:10:08:770 119853325 30365400 579113 6832 1.0
13:10:08:970 119853046 30468019 578794 6851 1.0
13:10:09:170 119853628 30373909 579246 6839 1.0
13:10:09:570 119853172 30175825 584996 6834 1.0
13:10:09:770 119853610 30366220 579134 6846 1.0
13:10:09:970 119852694 30454469 579065 6845 1.0
13:10:10:170 119853665 30368316 579189 6841 1.0
13:10:10:570 119853914 30178142 585056 6842 1.0
13:10:10:770 119852821 30365973 579126 6845 1.0
13:10:10:970 119852880 30390030 579123 6844 1.0
13:10:11:170 119853780 30370682 579249 6851 1.0
13:10:11:570 119853981 30171153 584943 6852 1.0
13:10:11:770 119852889 30368373 579117 6839 1.0
13:10:11:970 119853527 30444042 579102 6823 1.0
13:10:12:170 119852933 30368993 579111 6847 1.0
13:10:12:570 119853396 30176928 585024 6862 1.0
13:10:12:770 119852870 30374769 579266 6841 1.0
13:10:12:970 119853464 30457853 578998 6837 1.0
13:10:13:170 119852838 30366672 579113 6847 1.0
13:10:13:570 119853182 30180220 585101 6853 1.0
13:10:13:770 119853544 30365043 579099 6840 1.0
13:10:13:970 119852757 30370007 579066 6849 1.0
13:10:14:170 119852809 30375056 579329 6826 1.0
13:10:14:570 119853329 30174276 584960 6828 1.0
13:10:14:770 119853597 30368049 579174 6833 1.0
13:10:14:970 119852944 30412086 579119 6846 1.0
13:10:15:170 119853574 30367765 579172 6828 1.0
13:10:15:570 119853854 30180152 585108 6834 1.0
13:10:15:770 119852813 30364307 579083 6839 1.0
13:10:15:970 119852987 30387084 579058 6839 1.0
13:10:16:170 119853670 30366061 579127 6834 1.0
13:10:16:570 119853955 30174566 584992 6845 1.0
13:10:16:770 119852984 30370734 579156 6840 1.0
13:10:16:970 119853605 30377605 579340 6836 1.0
13:10:17:170 119852927 30366203 579130 6831 1.0
13:10:17:570 119854044 30172469 584974 6842 1.0
13:10:17:770 119852587 30375482 579311 6816 1.0
13:10:17:970 119853467 30426557 579001 6924 1.0
13:10:18:170 119852883 30371788 579275 6844 1.0
13:10:18:570 119853223 30174387 584958 6856 1.0
13:10:18:770 119853637 30366188 579131 6849 1.0
13:10:18:970 119852862 30466407 578912 6833 1.0
13:10:19:170 119852647 30368743 579197 6833 1.0
13:10:19:570 119853197 30177246 585045 6830 1.0
13:10:19:770 119853585 30372656 579212 6841 1.0
13:10:19:970 119852896 30406294 579008 6842 1.0
13:10:20:170 119853707 30366494 579103 6844 1.0
13:10:20:570 119853242 30179742 585098 6856 1.0
13:10:20:770 119853414 30367289 579160 6821 1.0
13:10:20:970 119852687 30375189 579060 6836 1.0
13:10:21:170 119853733 30373134 579276 6836 1.0
13:10:21:570 119854060 30175856 584997 6848 1.0
13:10:21:770 119852791 30366099 579128 6834 1.0
13:10:21:970 119853472 30412778 579173 6840 1.0
13:10:22:170 119852880 30365803 579120 6836 1.0
13:10:22:570 119854161 30268817 582507 6848 1.0
13:10:22:770 119852628 30368663 579198 6838 1.0
13:10:22:970 119853554 30449712 578961 6833 1.0
13:10:23:370 119853975 30178975 585049 6850 1.0
13:10:23:570 119852858 30392480 579058 6840 1.0
13:10:23:770 119852910 30368297 579158 6860 1.0
13:10:23:970 119853634 30450441 578981 6847 1.0
13:10:24:370 119854123 30176721 585019 6866 1.0
13:10:24:570 119852932 30417199 578952 6840 1.0
13:10:24:770 119853500 30374636 579342 6830 1.0
13:10:24:970 119852861 30428239 579044 6835 1.0
13:10:25:370 119853256 30181772 585064 6849 1.0
13:10:25:570 119852969 30437525 579112 6837 1.0
13:10:25:770 119853677 30367819 579109 6833 1.0
13:10:25:970 119852738 30415599 579061 6844 1.0
13:10:26:370 119853071 30174891 584972 6858 1.0
13:10:26:570 119853489 30412994 579087 6815 1.0
13:10:26:770 119852760 30375386 579351 6833 1.0
13:10:26:970 119852761 30469643 578874 6838 1.0
13:10:27:370 119853134 30175542 585028 6821 1.0
13:10:27:570 119853383 30463729 578890 6839 1.0
13:10:27:770 119852849 30367619 579168 6855 1.0
13:10:27:970 119853413 30466377 578856 6839 1.0
13:10:28:370 119854107 30175112 584976 6861 1.0
13:10:28:570 119852756 30389346 579072 6831 1.0
13:10:28:770 119852841 30366702 579144 6838 1.0
13:10:28:970 119853511 30390730 579183 6840 1.0
13:10:29:370 119854089 30171194 584879 6856 1.0
13:10:29:570 119852715 30460724 579130 6842 1.0
13:10:29:770 119853633 30366522 579139 6842 1.0
13:10:29:970 119852978 30415171 578970 6841 1.0
13:10:30:370 119853820 30183341 585195 6848 1.0
13:10:30:570 119852927 30432981 578914 6836 1.0
13:10:30:770 119853537 30366127 579103 6838 1.0
13:10:30:970 119852726 30451305 579011 6838 1.0
13:10:31:370 119853258 30175594 585045 6841 1.0
13:10:31:570 119853725 30428836 578929 6834 1.0
13:10:31:770 119852872 30371604 579270 6846 1.0
13:10:31:970 119852690 30415467 579051 6815 1.0
13:10:32:370 119853165 30177955 585051 6837 1.0
13:10:32:570 119853572 30433458 579113 6843 1.0
13:10:32:770 119852696 30367617 579108 6825 1.0
13:10:32:970 119853576 30381731 579112 6826 1.0
13:10:33:370 119853271 30174712 584965 6850 1.0
13:10:33:570 119853370 30419178 579061 6839 1.0
13:10:33:770 119852779 30365532 579112 6838 1.0
13:10:33:970 119853507 30436547 579202 6820 1.0
13:10:34:370 119853930 30178192 585058 6842 1.0
13:10:34:570 119852802 30430145 579143 6844 1.0
13:10:34:770 119853652 30367926 579103 6837 1.0
13:10:34:970 119852837 30431609 579039 6838 1.0
13:10:35:370 119854003 30180972 585108 6832 1.0
13:10:35:570 119853031 30413472 578977 6853 1.0
13:10:35:770 119853452 30369379 579213 6849 1.0
13:10:35:970 119852599 30470216 578888 6824 1.0
13:10:36:370 119853395 30174460 585042 6848 1.0
13:10:36:570 119852720 30376880 579120 6827 1.0
13:10:36:770 119853664 30369354 579136 6836 1.0
13:10:36:970 119852851 30400810 579084 6833 1.0
13:10:37:370 119853294 30180347 585115 6851 1.0
13:10:37:570 119853485 30421256 579016 6831 1.0
13:10:37:770 119852741 30368077 579183 6831 1.0
13:10:37:970 119853393 30395724 579024 6837 1.0
13:10:38:370 119853512 30173231 585019 6842 1.0
13:10:38:570 119853368 30416708 578971 6848 1.0
13:10:38:770 119852838 30370944 579255 6842 1.0
13:10:38:970 119853522 30382675 579080 6834 1.0
13:10:39:370 119853967 30174144 585039 6834 1.0
13:10:39:570 119852830 30377606 579118 6836 1.0
13:10:39:770 119852839 30366731 579109 6846 1.0
13:10:39:970 119853648 30381000 579111 6840 1.0
13:10:40:370 119854005 30175583 585004 6844 1.0
13:10:40:570 119852816 30387215 579142 6856 1.0
13:10:40:770 119853704 30368943 579203 6843 1.0
13:10:40:970 119852869 30413011 579101 6840 1.0
13:10:41:370 119853911 30172029 584958 6840 1.0
13:10:41:570 119852746 30437305 579117 6839 1.0
13:10:41:770 119853599 30366682 579104 6821 1.0
13:10:41:970 119852960 30427653 579071 6836 1.0
13:10:42:370 119853312 30182639 585175 6843 1.0
13:10:42:570 119853460 30397012 579111 6842 1.0
13:10:42:770 119852951 30367439 579139 6838 1.0
13:10:42:970 119852731 30467163 578975 6841 1.0
13:10:43:370 119853393 30173033 584922 6853 1.0
13:10:43:570 119853583 30405214 579064 6823 1.0
13:10:43:770 119852658 30373917 579260 6841 1.0
13:10:43:970 119853452 30419637 579042 6839 1.0
13:10:44:370 119853276 30178385 585063 6848 1.0
13:10:44:570 119853398 30380641 578997 6850 1.0
13:10:44:770 119852875 30366713 579145 6834 1.0
13:10:44:970 119853617 30450625 578969 6846 1.0
13:10:45:370 119854132 30244306 582841 6838 1.0
13:10:45:570 119852542 30386071 579027 6847 1.0
13:10:45:770 119853608 30371090 579217 6847 1.0
13:10:45:970 119852708 30384266 579104 6840 1.0
13:10:46:370 119853980 30353921 579287 6806 1.0
13:10:46:570 119852696 30459574 579113 6839 1.0
13:10:46:770 119853589 30369141 579209 6837 1.0
13:10:47:170 119854245 30181270 585138 6844 1.0
13:10:47:370 119852934 30365997 579125 6833 1.0
13:10:47:570 119852940 30421342 579037 6842 1.0
13:10:47:770 119853583 30365453 579111 6833 1.0
13:10:48:170 119854139 30174336 584957 6836 1.0
13:10:48:370 119852860 30367524 579166 6848 1.0
13:10:48:570 119853487 30373064 579149 6846 1.0
13:10:48:770 119852972 30368461 579191 6842 1.0
13:10:49:170 119853427 30173349 584931 6853 1.0
13:10:49:370 119852760 30369649 579222 6828 1.0
13:10:49:570 119853560 30462771 578896 6841 1.0
13:10:49:770 119852890 30368897 579108 6842 1.0
13:10:50:170 119853299 30181333 585141 6843 1.0
13:10:50:370 119853546 30364370 579083 6841 1.0
13:10:50:570 119852750 30396730 579134 6843 1.0
13:10:50:770 119852893 30377092 579325 6826 1.0
13:10:51:170 119853142 30175053 584974 6834 1.0
13:10:51:370 119853542 30368228 579184 6835 1.0
13:10:51:570 119852741 30431089 579083 6842 1.0
13:10:51:770 119853499 30365153 579107 6831 1.0
13:10:52:170 119853889 30177307 585036 6841 1.0
13:10:52:370 119852892 30367139 579156 6829 1.0
13:10:52:570 119852935 30371430 579108 6839 1.0
13:10:52:770 119853562 30364067 579076 6833 1.0
13:10:53:170 119854021 30172754 584944 6860 1.0
13:10:53:370 119853023 30367227 579156 6853 1.0
13:10:53:570 119853515 30441345 578947 6835 1.0
13:10:53:770 119852772 30367985 579179 6825 1.0
13:10:54:170 119854193 30173372 584974 6843 1.0
13:10:54:370 119852931 30375072 579325 6837 1.0
13:10:54:570 119853539 30413479 578994 6836 1.0
13:10:54:770 119852720 30370451 579244 6838 1.0
13:10:55:170 119853538 30175518 584988 6844 1.0
13:10:55:370 119853569 30367112 579154 6829 1.0
13:10:55:570 119852816 30368037 579077 6829 1.0
13:10:55:770 119852727 30371933 579199 6827 1.0
13:10:56:170 119853514 30174425 584989 6855 1.0
13:10:56:370 119853630 30376363 579304 6841 1.0
13:10:56:570 119852938 30427421 578972 6824 1.0
13:10:56:770 119853627 30365272 579103 6837 1.0
13:10:57:170 119853361 30179755 585099 6858 1.0
13:10:57:370 119853798 30367241 579159 6846 1.0
13:10:57:570 119852914 30382523 579035 6831 1.0
13:10:57:770 119853612 30375428 579286 6831 1.0
13:10:58:170 119854106 30172024 584896 6847 1.0
13:10:58:370 119852955 30364573 579087 6840 1.0
13:10:58:570 119853482 30392134 579285 6838 1.0
13:10:58:770 119852955 30365992 579124 6837 1.0
13:10:59:170 119854080 30184210 585149 6837 1.0
13:10:59:370 119852755 30365586 579118 6843 1.0
13:10:59:570 119853281 30420411 578993 6829 1.0
13:10:59:770 119852795 30370154 579196 6832 1.0
13:11:00:170 119853337 30176287 585008 6855 1.0
13:11:00:370 119852830 30367819 579174 6836 1.0
13:11:00:570 119853564 30388645 579137 6853 1.0
13:11:00:770 119852928 30369069 579207 6835 1.0
13:11:01:170 119853488 30177615 585044 6843 1.0
13:11:01:370 119853623 30373878 579240 6852 1.0
13:11:01:570 119852558 30429893 579028 6825 1.0
13:11:01:770 119853594 30366375 579139 6826 1.0
13:11:02:170 119853315 30174606 584969 6843 1.0
13:11:02:370 119853618 30367098 579157 6828 1.0
13:11:02:570 119852995 30468501 578872 6847 1.0
13:11:02:770 119853759 30376014 579296 6838 1.0
13:11:03:170 119854144 30172117 584991 6851 1.0
13:11:03:370 119852955 30375875 579292 6853 1.0
13:11:03:570 119852772 30405041 578961 6847 1.0
13:11:03:770 119853533 30366458 579141 6854 1.0
13:11:04:170 119854052 30178558 585070 6841 1.0
13:11:04:370 119853034 30367226 579159 6854 1.0
13:11:04:570 119853485 30375193 579069 6849 1.0
13:11:04:770 119852704 30373552 579233 6841 1.0
13:11:05:170 119853274 30175725 584993 6844 1.0
13:11:05:370 119852782 30366349 579136 6836 1.0
13:11:05:570 119853376 30477447 579065 6841 1.0
13:11:05:770 119853021 30363843 579070 6846 1.0
13:11:06:170 119853441 30173927 585030 6852 1.0
13:11:06:370 119853645 30370086 579141 6842 1.0
13:11:06:570 119852784 30452910 578844 6845 1.0
13:11:06:770 119853014 30367143 579158 6848 1.0
13:11:07:170 119853273 30174571 584963 6853 1.0
13:11:07:370 119853555 30367602 579170 6843 1.0
13:11:07:570 119852858 30451165 578847 6851 1.0
13:11:07:770 119853767 30373671 579293 6819 1.0
13:11:08:170 119853925 30228251 583366 6837 1.0
13:11:08:370 119853511 30372371 579220 6833 1.0
13:11:08:570 119852932 30417982 579076 6851 1.0
13:11:08:770 119853505 30364263 579081 6830 1.0
13:11:09:170 119854062 30344354 579890 6818 1.0
13:11:09:370 119852963 30371307 579266 6830 1.0
13:11:09:570 119853591 30437096 578959 6866 1.0
13:11:09:970 119853359 30173927 584945 6851 1.0
13:11:10:170 119853360 30398860 579029 6850 1.0
13:11:10:370 119852894 30368343 579119 6839 1.0
13:11:10:570 119853795 30384613 579258 6851 1.0
13:11:10:970 119854055 30176201 585030 6848 1.0
13:11:11:170 119852720 30423959 579127 6844 1.0
13:11:11:370 119852639 30363648 579108 6836 1.0
13:11:11:570 119853463 30398128 579018 6826 1.0
13:11:11:970 119854089 30188678 585243 6854 1.0
13:11:12:170 119852769 30461975 578937 6842 1.0
13:11:12:370 119853615 30366456 579118 6829 1.0
13:11:12:570 119852873 30379358 579192 6832 1.0
13:11:12:970 119853384 30181729 585152 6842 1.0
13:11:13:170 119852677 30449080 578882 6841 1.0
13:11:13:370 119853526 30370255 579231 6826 1.0
13:11:13:570 119852896 30403494 579085 6835 1.0
13:11:13:970 119853349 30180457 585075 6851 1.0
13:11:14:170 119853569 30452256 578985 6830 1.0
13:11:14:370 119852860 30367438 579167 6842 1.0
13:11:14:570 119852869 30376579 579156 6838 1.0
13:11:14:970 119853195 30178920 585079 6844 1.0
13:11:15:170 119853774 30366912 579092 6860 1.0
13:11:15:370 119853034 30373933 579240 6839 1.0
13:11:15:570 119853435 30410046 579085 6841 1.0
13:11:15:970 119854030 30175015 585040 6851 1.0
13:11:16:170 119852906 30473759 579053 6840 1.0
13:11:16:370 119852858 30364643 579090 6840 1.0
13:11:16:570 119853339 30421979 579012 6826 1.0
13:11:16:970 119854059 30174384 584959 6851 1.0
13:11:17:170 119852646 30386149 579082 6832 1.0
13:11:17:370 119853893 30366384 579138 6832 1.0
13:11:17:570 119852846 30385989 579195 6839 1.0
13:11:17:970 119854204 30176230 585016 6842 1.0
13:11:18:170 119852707 30397602 579141 6841 1.0
13:11:18:370 119853527 30369539 579171 6841 1.0
13:11:18:570 119853034 30420807 579027 6837 1.0
13:11:18:970 119853343 30182929 585116 6852 1.0
13:11:19:170 119853591 30414606 579040 6828 1.0
13:11:19:370 119852986 30369167 579119 6843 1.0
13:11:19:570 119853133 30471340 579022 6831 1.0
13:11:19:970 119853192 30182397 585076 6850 1.0
13:11:20:170 119853715 30468373 578920 6826 1.0
13:11:20:370 119852768 30375076 579296 6842 1.0
13:11:20:570 119853571 30446759 578956 6835 1.0
13:11:20:970 119853179 30184928 585153 6853 1.0
13:11:21:170 119853545 30438294 578990 6831 1.0
13:11:21:370 119852991 30366267 579134 6845 1.0
13:11:21:570 119853519 30450876 578884 6822 1.0
13:11:21:970 119853911 30175738 585004 6850 1.0
13:11:22:170 119852837 30414597 579090 6838 1.0
13:11:22:370 119853822 30374156 579249 6840 1.0
13:11:22:570 119852878 30443201 578998 6836 1.0
13:11:22:970 119854264 30172627 585003 6840 1.0
13:11:23:170 119852674 30441979 579030 6823 1.0
13:11:23:370 119853571 30368166 579182 6835 1.0
13:11:23:570 119852840 30425004 578969 6840 1.0
13:11:23:970 119853220 30181342 585142 6846 1.0
13:11:24:170 119852976 30435560 579011 6848 1.0
13:11:24:370 119853703 30366940 579152 6828 1.0
13:11:24:570 119852645 30428139 579144 6836 1.0
13:11:24:970 119853456 30174331 584989 6851 1.0
13:11:25:170 119853463 30472344 578909 6827 1.0
13:11:25:370 119853029 30371027 579200 6842 1.0
13:11:25:570 119853468 30423179 579020 6842 1.0
13:11:25:970 119853475 30175252 585018 6856 1.0
13:11:26:170 119853672 30368753 579112 6838 1.0
13:11:26:370 119852979 30367789 579108 6840 1.0
13:11:26:570 119853532 30373989 579178 6845 1.0
13:11:26:970 119854334 30176548 585015 6851 1.0
13:11:27:170 119852623 30381402 579010 6826 1.0
13:11:27:370 119852704 30372395 579282 6843 1.0
13:11:27:570 119853675 30398612 579039 6841 1.0
13:11:27:970 119854036 30176384 585009 6851 1.0
13:11:28:170 119852969 30422316 579111 6831 1.0
13:11:28:370 119853717 30366541 579141 6847 1.0
13:11:28:570 119852927 30433877 578902 6833 1.0
13:11:28:970 119853358 30177891 585049 6837 1.0
13:11:29:170 119852755 30425979 579005 6847 1.0
13:11:29:370 119853488 30365577 579103 6831 1.0
13:11:29:570 119852883 30393944 579199 6839 1.0
13:11:29:970 119853336 30176910 585025 6845 1.0
13:11:30:170 119853507 30401283 579188 6831 1.0
13:11:30:370 119852843 30367427 579131 6849 1.0
13:11:30:570 119852666 30430465 579035 6828 1.0
13:11:30:970 119853202 30214712 583959 6834 1.0
13:11:31:170 119853645 30397560 579021 6818 1.0
13:11:31:370 119853029 30368668 579198 6851 1.0
13:11:31:570 119853582 30397801 579152 6842 1.0
13:11:31:970 119854162 30323937 580405 6829 1.0
13:11:32:170 119852908 30385677 579097 6837 1.0
13:11:32:370 119852732 30372170 579226 6839 1.0
13:11:32:770 119853444 30172325 584995 6847 1.0
13:11:32:970 119853600 30374457 579255 6849 1.0
13:11:33:170 119852741 30388878 579045 6841 1.0
13:11:33:370 119853550 30367275 579158 6850 1.0
13:11:33:770 119853295 30178289 585061 6845 1.0
13:11:33:970 119853530 30365120 579103 6844 1.0
13:11:34:170 119852774 30370418 579211 6824 1.0
13:11:34:370 119853739 30369850 579157 6836 1.0
13:11:34:770 119854129 30173115 584925 6846 1.0
13:11:34:970 119852877 30371053 579236 6847 1.0
13:11:35:170 119853399 30385326 579214 6846 1.0
13:11:35:370 119852830 30366731 579143 6829 1.0
13:11:35:770 119853894 30180673 585088 6838 1.0
13:11:35:970 119852951 30368788 579200 6846 1.0
13:11:36:170 119853619 30424036 579054 6828 1.0
13:11:36:370 119852942 30368743 579198 6850 1.0
13:11:36:770 119853255 30175818 584995 6847 1.0
13:11:36:970 119852889 30365512 579113 6831 1.0
13:11:37:170 119853446 30471382 579044 6831 1.0
13:11:37:370 119852835 30366064 579108 6839 1.0
13:11:37:770 119853292 30174969 584973 6846 1.0
13:11:37:970 119853468 30372037 579219 6846 1.0
13:11:38:170 119852898 30396996 579036 6851 1.0
13:11:38:370 119852877 30368732 579188 6843 1.0
13:11:38:770 119853396 30173437 584933 6842 1.0
13:11:38:970 119853580 30366800 579165 6816 1.0
13:11:39:170 119853007 30420215 579029 6848 1.0
13:11:39:370 119853485 30369767 579226 6838 1.0
13:11:39:770 119853930 30173557 584950 6839 1.0
13:11:39:970 119852808 30378187 579367 6852 1.0
13:11:40:170 119852688 30446859 578880 6843 1.0
13:11:40:370 119853777 30369592 579221 6848 1.0
13:11:40:770 119853947 30183446 585162 6852 1.0
13:11:40:970 119852891 30367674 579113 6833 1.0
13:11:41:170 119853626 30435144 579085 6843 1.0
13:11:41:370 119852882 30369127 579130 6835 1.0
13:11:41:770 119853881 30175325 584997 6848 1.0
13:11:41:970 119852965 30367687 579151 6850 1.0
13:11:42:170 119853587 30380171 579157 6847 1.0
13:11:42:370 119853082 30364358 579080 6833 1.0
13:11:42:770 119853375 30173542 584977 6831 1.0
13:11:42:970 119853628 30371206 579220 6852 1.0
13:11:43:170 119852792 30386963 579042 6835 1.0
13:11:43:370 119852765 30366244 579134 6826 1.0
13:11:43:770 119853522 30173619 584939 6843 1.0
13:11:43:970 119853704 30367245 579161 6839 1.0
13:11:44:170 119852628 30460185 578967 6833 1.0
13:11:44:370 119853590 30373213 579222 6852 1.0
13:11:44:770 119853266 30176235 585007 6855 1.0
13:11:44:970 119853467 30372870 579213 6825 1.0
13:11:45:170 119852868 30405211 579063 6829 1.0
13:11:45:370 119853631 30367468 579107 6830 1.0
13:11:45:770 119854039 30181447 585144 6844 1.0
13:11:45:970 119852802 30365593 579115 6828 1.0
13:11:46:170 119853597 30389971 579047 6831 1.0
13:11:46:370 119853102 30369817 579227 6835 1.0
13:11:46:770 119853917 30173206 584926 6849 1.0
13:11:46:970 119852955 30365244 579108 6838 1.0
13:11:47:170 119853545 30474328 579013 6825 1.0
13:11:47:370 119853029 30364557 579088 6833 1.0
13:11:47:770 119853324 30181345 585061 6843 1.0
13:11:47:970 119852769 30363190 579092 6835 1.0
13:11:48:170 119853539 30379761 579112 6841 1.0
13:11:48:370 119852851 30369384 579164 6824 1.0
13:11:48:770 119853328 30176292 585032 6845 1.0
13:11:48:970 119853712 30369495 579193 6850 1.0
13:11:49:170 119852877 30405046 579187 6829 1.0
13:11:49:370 119853410 30365770 579119 6823 1.0
13:11:49:770 119853377 30176130 585002 6844 1.0
13:11:49:970 119853537 30370406 579241 6854 1.0
13:11:50:170 119852819 30439362 579089 6852 1.0
13:11:50:370 119853565 30369528 579193 6835 1.0
13:11:50:770 119854119 30176078 585001 6851 1.0
13:11:50:970 119852888 30363653 579064 6831 1.0
13:11:51:170 119852952 30452555 579000 6839 1.0
13:11:51:370 119853671 30371503 579234 6840 1.0
13:11:51:770 119854153 30174288 585015 6857 1.0
13:11:51:970 119852796 30375564 579284 6836 1.0
13:11:52:170 119853534 30443018 578961 6835 1.0
13:11:52:370 119852911 30364211 579108 6844 1.0
13:11:52:770 119853306 30182059 585160 6840 1.0
13:11:52:970 119853105 30366037 579126 6840 1.0
13:11:53:170 119853457 30418265 578988 6832 1.0
13:11:53:370 119852894 30373978 579281 6841 1.0
13:11:53:770 119853447 30194496 584343 6852 1.0
13:11:53:970 119853557 30365838 579123 6838 1.0
13:11:54:170 119852804 30423885 579155 6837 1.0
13:11:54:370 119852842 30366747 579143 6833 1.0
13:11:54:770 119853414 30312723 580922 6837 1.0
13:11:54:970 119853634 30367317 579159 6838 1.0
13:11:55:170 119852862 30405055 579038 6839 1.0
13:11:55:570 119853337 30178935 585078 6838 1.0
13:11:55:770 119853469 30391827 579089 6826 1.0
13:11:55:970 119852763 30368586 579194 6828 1.0
13:11:56:170 119852853 30399418 579253 6839 1.0
13:11:56:570 119853343 30176311 585029 6853 1.0
13:11:56:770 119853585 30425541 578971 6838 1.0
13:11:56:970 119852770 30376753 579316 6836 1.0
13:11:57:170 119853455 30458142 578967 6835 1.0
13:11:57:570 119853390 30184203 585121 6846 1.0
13:11:57:770 119853562 30425953 579032 6815 1.0
13:11:57:970 119852846 30366817 579149 6824 1.0
13:11:58:170 119853469 30379091 579151 6848 1.0
13:11:58:570 119854004 30173362 584931 6854 1.0
13:11:58:770 119853015 30416319 579028 6832 1.0
13:11:58:970 119853502 30365852 579103 6825 1.0
13:11:59:170 119852770 30393779 579138 6839 1.0
13:11:59:570 119853820 30171046 584962 6834 1.0
13:11:59:770 119852899 30424343 579015 6842 1.0
13:11:59:970 119853882 30368444 579189 6850 1.0
13:12:00:170 119852846 30404662 579071 6843 1.0
13:12:00:570 119853158 30183249 585103 6853 1.0
13:12:00:770 119852847 30432337 579018 6837 1.0
13:12:00:970 119853536 30368618 579196 6836 1.0
13:12:01:170 119852760 30372159 579125 6838 1.0
13:12:01:570 119853407 30174438 584984 6837 1.0
13:12:01:770 119853481 30388241 579112 6832 1.0
13:12:01:970 119852697 30374167 579261 6841 1.0
13:12:02:170 119853510 30430839 579003 6829 1.0
13:12:02:570 119853272 30179713 585097 6853 1.0
13:12:02:770 119853425 30413278 578976 6845 1.0
13:12:02:970 119852689 30369521 579219 6822 1.0
13:12:03:170 119853543 30469481 578830 6841 1.0
