RunID,Threshold,FPR,Recall
0,0.8134474746605421,0.0011346054667354306,0.9993343160097
1,0.9451636542022347,0.0011346054667354306,0.9981693690266749
2,0.9498408717916788,0.00041258380608561113,0.9977533165327374
3,0.5997901897920551,0.0008251676121712223,0.9994413009367125
4,0.9499955000060875,0.0011346054667354306,0.9996790452189624
