RunID,Threshold,FPR,Recall
0,0.05413453945532159,0.0010163507658292174,0.9998930176164325
1,0.6053445636449316,0.0008915357594993135,0.9998216960273875
2,0.09073162287907868,0.000855874329119341,0.999786035232865
3,0.8706536850343654,0.0008737050443093273,0.9998216960273875
4,0.06646471467314846,0.0009450279050692723,0.99985735682191
